ダウンロードした時刻：2019/08/11 13:10:38

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,日照時間(時間),日照時間(時間),平均気温(℃),最高気温(℃),降水量の合計(mm),降水量の合計(mm),最低気温(℃)
,,,,,,,,,
,,,,現象なし情報,,,,現象なし情報,
1991,7,7,9.5,0,22.6,27.5,0.0,0,16.5
1991,7,8,0,1,21.5,23.8,27.5,0,20.1
1991,7,9,1.0,0,21.7,24.4,0.5,0,19.8
1991,7,10,0,1,20.8,24.2,27.0,0,18.2
1991,7,11,0.6,0,21.8,23.8,3.5,0,20.6
1991,7,12,0,1,21.4,23.0,1.5,0,20.4
1991,7,13,1.1,0,20.4,22.9,7.5,0,18.5
1991,7,14,8.7,0,21.3,25.1,0,1,17.4
1991,7,15,6.3,0,22.9,27.2,0.0,0,19.1
1991,7,16,0,1,22.0,23.5,40.0,0,21.1
1991,7,17,0,1,21.8,23.5,23.0,0,20.7
1991,7,18,1.9,0,21.6,24.0,7.5,0,19.4
1991,7,19,0.7,0,20.9,23.2,12.5,0,19.0
1991,7,20,0,1,19.9,22.0,32.5,0,18.8
1991,7,21,4.9,0,23.8,28.2,5.0,0,21.1
1991,7,22,0,1,23.2,26.2,34.5,0,21.7
1991,7,23,4.5,0,26.6,32.0,11.0,0,21.8
1991,7,24,1.9,0,25.3,28.0,10.0,0,23.5
1991,7,25,1.5,0,24.8,27.0,0.5,0,23.2
1991,7,26,2.4,0,25.6,33.1,1.5,0,22.0
1991,7,27,7.6,0,24.0,27.0,0.0,0,21.6
1991,7,28,6.3,0,24.5,27.4,0.0,0,21.7
1991,7,29,7.9,0,26.2,30.9,0.0,0,22.0
1991,7,30,0.5,0,26.0,30.0,7.5,0,23.6
1991,7,31,0,1,25.9,28.3,5.0,0,23.6
1991,8,1,0.2,0,25.5,28.4,32.0,0,24.4
1991,8,2,6.5,0,24.2,26.8,4.5,0,22.3
1991,8,3,0,1,23.2,24.7,19.5,0,21.8
1991,8,4,0.1,0,21.4,24.5,2.5,0,20.0
1991,8,5,5.8,0,21.5,26.1,0.0,0,18.5
1991,8,6,10.5,0,22.2,26.9,0.0,0,17.9
1991,8,7,1.0,0,22.1,25.3,8.0,0,20.2
1991,8,8,0.3,0,21.3,23.7,31.5,0,20.6
1991,8,9,4.0,0,23.0,26.4,0,1,20.4
1991,8,10,12.7,0,24.0,27.9,0,1,19.4
1992,7,1,1.1,0,19.2,22.8,29.0,0,16.5
1992,7,2,10.5,0,21.5,27.3,0,1,16.1
1992,7,3,2.1,0,21.6,25.5,1.5,0,17.3
1992,7,4,10.6,0,21.9,24.7,0,1,18.7
1992,7,5,10.6,0,21.7,25.7,0,1,17.5
1992,7,6,8.3,0,21.8,25.2,0,1,18.5
1992,7,7,2.6,0,22.5,25.8,0.0,0,20.9
1992,7,8,1.6,0,22.0,24.5,0.0,0,20.1
1992,7,9,7.9,0,22.1,25.6,0,1,18.7
1992,7,10,9.7,0,22.2,25.2,0,1,17.9
1992,7,11,9.8,0,21.2,26.1,0,1,17.1
1992,7,12,10.0,0,22.0,26.2,0,1,18.2
1992,7,13,7.6,0,22.4,26.0,0,1,19.3
1992,7,14,3.5,0,22.0,26.1,0.0,0,18.9
1992,7,15,9.7,0,22.7,26.0,0,1,19.8
1992,7,16,6.8,0,22.6,26.2,0.0,0,19.8
1992,7,17,9.9,0,23.5,28.7,0,1,18.8
1992,7,18,0.1,0,21.6,24.0,82.5,0,19.9
1992,7,19,6.7,0,22.7,25.7,2.0,0,21.1
1992,7,20,8.9,0,24.4,28.1,0.0,0,21.5
1992,7,21,0.3,0,24.8,29.3,3.0,0,22.2
1992,7,22,0.3,0,25.4,27.9,0.5,0,23.9
1992,7,23,0.9,0,25.5,29.2,1.5,0,23.4
1992,7,24,5.1,0,23.7,26.3,0,1,20.8
1992,7,25,3.6,0,23.2,28.2,0.0,0,18.9
1992,7,26,3.7,0,25.4,30.3,0.0,0,21.6
1992,7,27,3.1,0,26.0,29.7,0.0,0,23.7
1992,7,28,1.1,0,25.7,28.8,0.0,0,23.3
1992,7,29,5.2,0,25.8,28.9,0.0,0,23.8
1992,7,30,10.0,0,27.3,30.7,0,1,23.4
1992,7,31,0.5,0,24.5,29.4,45.5,0,21.2
1992,8,1,2.2,0,21.9,24.2,0.0,0,19.7
1992,8,2,10.7,0,22.1,26.0,0,1,18.4
1992,8,3,3.1,0,21.1,23.5,0,1,18.2
1992,8,4,13.3,0,21.2,25.0,0,1,18.4
1992,8,5,10.6,0,25.1,31.7,0,1,18.4
1992,8,6,8.0,0,26.4,31.1,1.0,0,23.1
1992,8,7,6.7,0,26.8,31.4,0.0,0,22.7
1992,8,8,7.5,0,26.4,30.5,1.5,0,22.9
1992,8,9,0,1,24.1,26.9,25.5,0,22.3
1992,8,10,9.4,0,22.1,24.8,0.0,0,17.0
1993,7,1,11.7,0,17.8,22.4,0,1,13.0
1993,7,2,8.8,0,20.5,26.3,0,1,13.0
1993,7,3,0,1,18.5,20.2,28.0,0,16.7
1993,7,4,10.2,0,19.6,24.0,0,1,14.7
1993,7,5,2.5,0,19.3,21.4,0,1,16.0
1993,7,6,11.8,0,20.1,25.4,0,1,14.3
1993,7,7,7.7,0,22.0,28.4,0,1,17.5
1993,7,8,11.6,0,23.2,29.3,0,1,17.7
1993,7,9,0,1,20.3,22.3,7.0,0,18.1
1993,7,10,0,1,18.4,20.6,35.0,0,16.7
1993,7,11,0.2,0,21.3,24.2,4.5,0,18.5
1993,7,12,0,1,21.6,23.4,48.0,0,20.5
1993,7,13,7.0,0,21.6,24.8,1.5,0,20.3
1993,7,14,0,1,20.2,22.2,85.5,0,19.0
1993,7,15,1.5,0,21.6,24.6,0.0,0,19.1
1993,7,16,0,1,19.9,21.4,11.5,0,18.9
1993,7,17,2.9,0,21.4,24.2,0.5,0,19.1
1993,7,18,0,1,19.6,20.9,14.5,0,18.5
1993,7,19,3.8,0,19.7,23.7,0.5,0,17.6
1993,7,20,3.0,0,20.2,24.3,0,1,17.3
1993,7,21,10.4,0,21.0,26.2,0,1,16.8
1993,7,22,13.1,0,21.7,27.7,0,1,16.2
1993,7,23,9.7,0,21.7,26.4,0,1,17.4
1993,7,24,9.4,0,22.8,28.1,0.5,0,18.8
1993,7,25,4.4,0,25.5,30.6,0.0,0,21.3
1993,7,26,0,1,23.6,24.6,20.5,0,22.7
1993,7,27,2.2,0,24.3,27.9,4.0,0,21.4
1993,7,28,0.6,0,23.2,25.4,0.5,0,21.7
1993,7,29,0,1,22.0,24.6,23.5,0,20.0
1993,7,30,7.0,0,23.9,28.3,12.5,0,20.8
1993,7,31,0,1,22.4,24.5,7.5,0,20.8
1993,8,1,0.1,0,20.0,21.7,1.5,0,18.6
1993,8,2,6.4,0,21.3,25.3,0.0,0,18.1
1993,8,3,5.1,0,20.7,24.1,0,1,17.8
1993,8,4,10.2,0,22.0,27.6,0,1,17.0
1993,8,5,3.9,0,22.0,25.9,0.0,0,19.0
1993,8,6,2.6,0,20.8,24.0,0.0,0,19.1
1993,8,7,6.8,0,22.1,26.5,0.0,0,19.1
1993,8,8,10.8,0,23.0,28.1,0,1,19.0
1993,8,9,1.5,0,20.6,23.8,0.0,0,18.6
1993,8,10,6.4,0,22.5,25.9,0.0,0,19.4
1994,7,1,0.6,0,22.9,26.2,33.5,0,20.7
1994,7,2,0,1,22.4,23.5,9.0,0,21.7
1994,7,3,0.1,0,21.1,23.8,0.0,0,19.1
1994,7,4,0.7,0,21.3,23.8,0.0,0,18.2
1994,7,5,0.7,0,23.1,27.1,0.0,0,21.1
1994,7,6,0,1,20.8,21.4,5.0,0,20.2
1994,7,7,2.5,0,21.7,25.5,0.5,0,18.6
1994,7,8,0,1,21.0,24.3,57.0,0,19.6
1994,7,9,8.3,0,22.2,26.2,0,1,19.4
1994,7,10,1.5,0,23.9,27.1,0,1,20.5
1994,7,11,0.2,0,23.0,27.1,4.0,0,20.3
1994,7,12,7.2,0,21.1,23.9,0,1,18.3
1994,7,13,12.9,0,22.9,27.9,0,1,16.8
1994,7,14,13.5,0,26.3,31.4,0,1,19.7
1994,7,15,12.5,0,26.9,31.0,0,1,22.4
1994,7,16,6.9,0,25.5,28.5,0.0,0,23.8
1994,7,17,8.2,0,24.8,27.8,0,1,22.6
1994,7,18,8.6,0,24.3,28.8,0,1,20.4
1994,7,19,12.9,0,25.9,30.4,0,1,20.3
1994,7,20,11.1,0,26.8,30.3,0,1,23.1
1994,7,21,13.2,0,28.4,33.1,0,1,23.9
1994,7,22,12.5,0,28.8,33.6,0,1,24.4
1994,7,23,11.9,0,28.6,34.1,0,1,24.2
1994,7,24,12.7,0,28.2,33.3,0,1,24.1
1994,7,25,13.0,0,28.6,33.4,0,1,24.2
1994,7,26,12.0,0,28.2,33.4,0,1,24.7
1994,7,27,8.3,0,26.6,30.5,0.0,0,23.8
1994,7,28,12.0,0,26.7,30.7,0,1,22.3
1994,7,29,13.2,0,28.5,33.3,0,1,23.7
1994,7,30,10.8,0,29.2,35.4,0.0,0,24.7
1994,7,31,4.7,0,28.1,31.0,0,1,25.6
1994,8,1,6.4,0,28.5,32.6,0.0,0,25.4
1994,8,2,0.7,0,28.0,33.8,0.0,0,24.9
1994,8,3,0.2,0,26.7,28.5,0.0,0,25.6
1994,8,4,3.4,0,28.1,31.4,0.0,0,26.2
1994,8,5,3.4,0,26.8,30.4,0,1,23.9
1994,8,6,8.1,0,27.1,31.1,0,1,23.3
1994,8,7,13.0,0,27.8,32.4,0,1,23.2
1994,8,8,12.5,0,27.8,32.4,0,1,23.4
1994,8,9,12.5,0,28.6,34.4,0,1,22.4
1994,8,10,12.0,0,29.7,34.1,0,1,25.8
1995,7,1,0,1,21.6,23.9,1.0,0,20.0
1995,7,2,4.0,0,23.1,28.7,18.5,0,19.2
1995,7,3,0,1,21.3,23.0,12.0,0,19.6
1995,7,4,2.2,0,21.8,26.3,0.0,0,19.7
1995,7,5,1.0,0,21.5,24.8,0.0,0,19.2
1995,7,6,0.6,0,21.9,25.6,0.0,0,18.2
1995,7,7,9.3,0,22.5,25.7,0.0,0,20.4
1995,7,8,1.3,0,22.3,26.5,0,1,19.2
1995,7,9,0,1,21.4,23.1,33.5,0,19.9
1995,7,10,0,1,23.4,25.5,20.5,0,22.2
1995,7,11,0,1,22.4,23.6,16.0,0,21.7
1995,7,12,0.2,0,23.4,26.1,0.0,0,21.9
1995,7,13,0,1,23.9,25.9,3.5,0,22.7
1995,7,14,0.9,0,22.0,24.0,11.0,0,20.0
1995,7,15,5.5,0,21.4,23.9,0,1,19.3
1995,7,16,0,1,20.0,22.4,35.0,0,18.4
1995,7,17,0.2,0,20.2,23.2,1.0,0,19.0
1995,7,18,4.9,0,20.9,23.7,3.0,0,19.2
1995,7,19,3.1,0,21.6,25.8,3.0,0,18.2
1995,7,20,0,1,20.2,21.4,17.0,0,19.0
1995,7,21,0,1,20.2,21.7,4.0,0,19.2
1995,7,22,0.7,0,22.7,26.5,0.0,0,19.7
1995,7,23,7.2,0,25.0,29.7,2.0,0,21.8
1995,7,24,11.9,0,28.5,33.9,0.0,0,22.9
1995,7,25,0.5,0,25.3,27.3,0.0,0,24.2
1995,7,26,6.1,0,25.9,28.8,0.5,0,23.0
1995,7,27,13.7,0,25.9,30.4,0,1,21.6
1995,7,28,12.4,0,25.2,29.8,0,1,20.4
1995,7,29,12.2,0,26.1,32.4,0,1,20.5
1995,7,30,12.6,0,26.8,32.3,0,1,20.5
1995,7,31,2.8,0,26.8,30.8,0.0,0,23.4
1995,8,1,0,1,25.8,27.1,3.0,0,24.9
1995,8,2,0.5,0,25.4,28.1,15.5,0,23.5
1995,8,3,3.1,0,25.2,28.4,29.0,0,22.7
1995,8,4,0,1,22.5,23.4,49.0,0,21.9
1995,8,5,1.6,0,24.7,29.5,19.0,0,21.7
1995,8,6,0.9,0,25.3,27.3,20.0,0,23.3
1995,8,7,0.4,0,25.6,28.2,11.0,0,22.8
1995,8,8,9.6,0,27.8,31.1,0,1,24.6
1995,8,9,3.5,0,27.6,32.6,0.0,0,22.9
1995,8,10,0.8,0,24.7,27.3,21.0,0,22.5
1996,7,1,6.2,0,22.6,27.5,0,1,18.0
1996,7,2,9.4,0,23.4,28.4,0.0,0,19.3
1996,7,3,0.1,0,19.6,22.0,37.0,0,16.9
1996,7,4,2.1,0,17.7,20.5,3.0,0,15.4
1996,7,5,0.7,0,18.9,23.2,19.0,0,14.5
1996,7,6,0,1,17.5,21.1,4.5,0,16.7
1996,7,7,9.3,0,20.4,25.0,0.0,0,15.6
1996,7,8,0,1,19.8,21.4,0.0,0,18.2
1996,7,9,4.1,0,21.9,25.8,0,1,17.9
1996,7,10,3.0,0,23.1,27.8,0,1,19.0
1996,7,11,3.6,0,20.5,23.6,0.0,0,18.7
1996,7,12,0,1,19.2,21.2,2.0,0,18.0
1996,7,13,9.3,0,20.9,24.4,0.0,0,18.2
1996,7,14,0.1,0,21.7,24.0,8.0,0,19.1
1996,7,15,0.2,0,22.5,24.8,20.0,0,20.5
1996,7,16,7.1,0,26.8,32.3,0.5,0,22.5
1996,7,17,0,1,23.9,26.6,28.5,0,22.7
1996,7,18,2.5,0,22.6,24.1,2.5,0,21.3
1996,7,19,13.1,0,24.8,28.8,0,1,21.0
1996,7,20,13.7,0,26.5,32.3,0,1,21.4
1996,7,21,3.6,0,24.9,28.3,0,1,22.3
1996,7,22,6.1,0,25.5,29.8,0.5,0,21.8
1996,7,23,0.5,0,22.1,26.5,41.0,0,20.0
1996,7,24,9.0,0,24.2,27.8,0.0,0,21.1
1996,7,25,8.1,0,26.4,31.3,0,1,20.8
1996,7,26,6.5,0,27.2,32.4,0,1,22.7
1996,7,27,3.9,0,26.7,29.9,0,1,23.3
1996,7,28,6.5,0,27.2,30.7,0,1,22.9
1996,7,29,9.7,0,27.4,30.2,0,1,24.6
1996,7,30,0.7,0,27.3,30.7,0.0,0,24.2
1996,7,31,8.0,0,27.9,32.8,0,1,23.4
1996,8,1,0.1,0,25.9,29.5,0.5,0,23.6
1996,8,2,5.5,0,24.5,27.7,0,1,22.4
1996,8,3,10.5,0,24.7,29.0,0,1,21.0
1996,8,4,5.0,0,25.3,30.9,9.0,0,21.0
1996,8,5,7.3,0,23.0,25.5,0.5,0,18.5
1996,8,6,13.0,0,22.9,29.2,0,1,16.9
1996,8,7,12.6,0,24.3,30.0,0,1,18.8
1996,8,8,9.5,0,24.3,28.8,0,1,20.1
1996,8,9,9.0,0,26.4,32.0,0,1,21.3
1996,8,10,13.0,0,26.9,32.5,0,1,22.0
1997,7,1,12.9,0,23.4,29.9,0,1,16.5
1997,7,2,0.1,0,22.2,26.6,5.0,0,20.0
1997,7,3,0,1,21.6,23.3,3.5,0,19.8
1997,7,4,2.7,0,24.5,27.2,0.0,0,23.0
1997,7,5,0,1,21.7,24.7,75.5,0,19.0
1997,7,6,0.7,0,21.9,25.9,6.5,0,18.8
1997,7,7,4.7,0,25.3,32.8,12.5,0,20.3
1997,7,8,0,1,20.7,22.7,5.0,0,19.5
1997,7,9,0,1,20.3,21.5,12.5,0,19.5
1997,7,10,1.7,0,21.8,25.5,0,1,18.8
1997,7,11,9.0,0,22.3,26.2,0,1,18.9
1997,7,12,8.6,0,23.1,28.4,0,1,19.0
1997,7,13,13.5,0,24.8,28.9,2.0,0,19.2
1997,7,14,0.1,0,22.4,24.3,111.5,0,21.0
1997,7,15,3.1,0,24.8,28.5,2.0,0,22.4
1997,7,16,0,1,21.0,24.0,25.0,0,18.9
1997,7,17,8.6,0,21.3,24.1,0,1,18.8
1997,7,18,10.6,0,20.6,24.4,0,1,16.9
1997,7,19,13.1,0,21.7,25.9,0,1,16.4
1997,7,20,12.2,0,23.4,27.2,0,1,18.4
1997,7,21,12.8,0,24.3,29.0,0,1,19.8
1997,7,22,12.0,0,25.3,29.9,0,1,20.9
1997,7,23,13.4,0,26.0,31.6,0,1,21.1
1997,7,24,13.3,0,26.7,31.1,0,1,21.6
1997,7,25,13.1,0,27.6,32.6,0,1,23.1
