ダウンロードした時刻：2019/06/29 17:28:27

,,,酒田
年,月,日,平均気温(℃)
1940,6,9,16.4
1940,6,10,14.6
1940,6,11,17.5
1940,6,12,18.2
1940,6,13,18.4
1940,6,14,20.5
1940,6,15,19.6
1940,6,16,19.6
1940,6,17,18.2
1940,6,18,17.4
1940,6,19,16.9
1940,6,20,17.6
1940,6,21,17.1
1940,6,22,19.0
1940,6,23,21.6
1940,6,24,22.5
1940,6,25,21.3
1940,6,26,19.9
1940,6,27,21.4
1940,6,28,20.7
1940,6,29,20.8
1940,6,30,20.8
1940,7,1,20.6
1940,7,2,20.9
1940,7,3,24.4
1940,7,4,23.9
1940,7,5,23.1
1940,7,6,23.6
1940,7,7,22.3
1940,7,8,21.5
1940,7,9,21.5
1940,7,10,22.4
1940,7,11,22.2
1940,7,12,22.5
1940,7,13,24.7
1940,7,14,27.7
1940,7,15,23.2
1940,7,16,22.4
1940,7,17,24.7
1940,7,18,23.9
1940,7,19,23.9
1940,7,20,25.6
1940,7,21,25.3
1940,7,22,25.1
1940,7,23,24.1
1940,7,24,26.0
1940,7,25,19.6
1940,7,26,21.7
1940,7,27,20.4
1940,7,28,21.3
1940,7,29,21.7
1940,7,30,23.2
1940,7,31,25.1
1940,8,1,25.2
1940,8,2,26.0
1940,8,3,26.8
1940,8,4,27.0
1940,8,5,25.3
1940,8,6,25.2
1940,8,7,23.6
1940,8,8,19.7
1940,8,9,17.3
1940,8,10,20.4
1940,8,11,21.3
1940,8,12,21.7
1940,8,13,22.1
1940,8,14,23.9
1940,8,15,24.6
1940,8,16,24.7
1940,8,17,24.8
1940,8,18,24.7
1940,8,19,25.1
1940,8,20,25.1
1940,8,21,24.5
1940,8,22,24.8
1940,8,23,25.0
1940,8,24,25.6
1940,8,25,27.6
1940,8,26,23.2
1940,8,27,19.3
1940,8,28,20.3
1940,8,29,21.8
1940,8,30,21.0
1940,8,31,21.1
1940,9,1,22.9
1940,9,2,22.1
1940,9,3,23.0
1940,9,4,25.7
1940,9,5,25.7
1940,9,6,22.8
1940,9,7,19.7
1940,9,8,22.3
1940,9,9,21.9
1940,9,10,24.5
1940,9,11,22.4
1940,9,12,19.5
1940,9,13,18.8
1940,9,14,19.3
1940,9,15,21.4
1940,9,16,19.4
1940,9,17,16.4
1940,9,18,15.1
1940,9,19,15.8
1940,9,20,16.7
1940,9,21,14.8
1940,9,22,18.3
1940,9,23,16.2
1940,9,24,16.1
1940,9,25,16.7
1940,9,26,18.6
1940,9,27,19.2
1940,9,28,15.7
1940,9,29,13.4
1940,9,30,12.3
1940,10,1,14.2
1940,10,2,14.1
1940,10,3,14.6
1940,10,4,13.9
1940,10,5,15.6
1940,10,6,18.5
1940,10,7,13.4
1940,10,8,14.1
1940,10,9,13.4
1940,10,10,10.8
1940,10,11,12.3
1940,10,12,14.1
1940,10,13,16.3
1940,10,14,17.6
1940,10,15,18.3
1940,10,16,15.8
1940,10,17,11.9
1940,10,18,13.1
1940,10,19,15.8
1940,10,20,17.9
1940,10,21,14.8
1940,10,22,10.9
1940,10,23,8.5
1940,10,24,14.6
1940,10,25,16.1
1940,10,26,12.8
1940,10,27,12.8
1940,10,28,12.5
1940,10,29,13.4
1940,10,30,12.4
1940,10,31,11.9
1940,11,1,12.9
1940,11,2,14.0
1940,11,3,12.5
1940,11,4,12.3
1940,11,5,14.4
1940,11,6,15.7
1940,11,7,16.3
1940,11,8,7.8
1940,11,9,7.1
1940,11,10,7.8
1940,11,11,7.4
1940,11,12,6.3
1940,11,13,10.3
1940,11,14,12.4
1940,11,15,10.9
1940,11,16,9.5
1940,11,17,10.7
1940,11,18,8.3
1940,11,19,11.8
1940,11,20,11.4
1940,11,21,8.0
1940,11,22,7.3
1940,11,23,8.5
1940,11,24,11.4
1940,11,25,10.6
1940,11,26,7.6
1940,11,27,4.9
1940,11,28,5.2
1940,11,29,7.9
1940,11,30,9.6
1940,12,1,6.1
1940,12,2,6.8
1940,12,3,7.8
1940,12,4,8.7
1940,12,5,6.9
1940,12,6,4.8
1940,12,7,7.9
1940,12,8,4.0
1940,12,9,5.9
1940,12,10,5.3
1940,12,11,6.3
1940,12,12,4.1
1940,12,13,2.1
1940,12,14,0.1
1940,12,15,3.1
1940,12,16,2.9
1940,12,17,3.4
1940,12,18,3.6
1940,12,19,2.6
1940,12,20,2.8
1940,12,21,5.5
1940,12,22,5.6
1940,12,23,8.3
1940,12,24,4.0
1940,12,25,2.9
1940,12,26,2.9
1940,12,27,2.8
1940,12,28,1.1
1940,12,29,-0.6
1940,12,30,3.4
1940,12,31,4.2
1941,1,1,1.9
1941,1,2,3.6
1941,1,3,3.9
1941,1,4,0.6
1941,1,5,3.7
1941,1,6,2.0
1941,1,7,2.3
1941,1,8,4.6
1941,1,9,4.5
1941,1,10,3.1
1941,1,11,1.5
1941,1,12,2.7
1941,1,13,1.8
1941,1,14,1.1
1941,1,15,0.8
1941,1,16,-0.8
1941,1,17,3.6
1941,1,18,6.9
1941,1,19,5.1
1941,1,20,4.3
1941,1,21,0.9
1941,1,22,1.6
1941,1,23,3.8
1941,1,24,3.1
1941,1,25,-3.5
1941,1,26,-3.1
1941,1,27,-0.9
1941,1,28,0.8
1941,1,29,2.8
1941,1,30,0.2
1941,1,31,-2.9
1941,2,1,-3.3
1941,2,2,0.8
1941,2,3,1.0
1941,2,4,2.9
1941,2,5,1.2
1941,2,6,2.4
1941,2,7,-2.0
1941,2,8,-2.7
1941,2,9,-2.4
1941,2,10,-2.3
1941,2,11,-2.6
1941,2,12,-0.8
1941,2,13,-3.6
1941,2,14,-1.8
1941,2,15,1.7
1941,2,16,2.3
1941,2,17,0.4
1941,2,18,0.0
1941,2,19,1.3
1941,2,20,4.4
1941,2,21,3.8
1941,2,22,0.5
1941,2,23,-2.2
1941,2,24,0.5
1941,2,25,1.3
1941,2,26,5.0
1941,2,27,6.0
1941,2,28,4.8
1941,3,1,1.3
1941,3,2,1.0
1941,3,3,2.8
1941,3,4,-0.8
1941,3,5,-1.5
1941,3,6,0.7
1941,3,7,5.0
1941,3,8,2.2
1941,3,9,4.4
1941,3,10,4.7
1941,3,11,10.8
1941,3,12,2.7
1941,3,13,5.6
1941,3,14,5.6
1941,3,15,5.5
1941,3,16,9.4
1941,3,17,7.2
1941,3,18,7.1
1941,3,19,5.7
1941,3,20,9.9
1941,3,21,9.7
1941,3,22,3.5
1941,3,23,1.6
1941,3,24,1.6
1941,3,25,1.5
1941,3,26,6.6
1941,3,27,6.8
1941,3,28,2.7
1941,3,29,2.2
1941,3,30,1.9
1941,3,31,2.7
1941,4,1,2.1
1941,4,2,2.5
1941,4,3,6.7
1941,4,4,7.8
1941,4,5,4.6
1941,4,6,3.5
1941,4,7,1.9
1941,4,8,3.1
1941,4,9,6.0
1941,4,10,11.1
1941,4,11,9.0
1941,4,12,9.1
1941,4,13,8.1
1941,4,14,5.9
1941,4,15,9.3
1941,4,16,10.7
1941,4,17,14.1
1941,4,18,14.7
1941,4,19,8.5
1941,4,20,13.8
1941,4,21,16.9
1941,4,22,9.0
1941,4,23,8.8
1941,4,24,8.9
1941,4,25,8.2
1941,4,26,7.6
1941,4,27,6.3
1941,4,28,8.3
1941,4,29,12.7
1941,4,30,11.0
1941,5,1,10.4
1941,5,2,13.8
1941,5,3,11.7
1941,5,4,13.5
1941,5,5,12.2
1941,5,6,11.4
1941,5,7,10.8
1941,5,8,11.5
1941,5,9,17.7
1941,5,10,12.2
1941,5,11,11.1
1941,5,12,10.8
1941,5,13,11.3
1941,5,14,10.2
1941,5,15,10.5
1941,5,16,12.8
1941,5,17,14.4
1941,5,18,15.1
1941,5,19,14.1
1941,5,20,16.5
1941,5,21,16.2
1941,5,22,21.2
1941,5,23,18.7
1941,5,24,16.8
1941,5,25,13.9
1941,5,26,14.5
1941,5,27,14.5
1941,5,28,13.5
1941,5,29,17.3
1941,5,30,13.8
1941,5,31,15.3
1941,6,1,20.1
1941,6,2,18.2
1941,6,3,14.7
1941,6,4,16.4
1941,6,5,18.6
1941,6,6,16.7
1941,6,7,11.2
1941,6,8,12.7
1941,6,9,14.9
1941,6,10,19.0
1941,6,11,20.0
1941,6,12,18.7
1941,6,13,17.8
1941,6,14,16.2
1941,6,15,17.7
1941,6,16,17.7
1941,6,17,19.1
1941,6,18,17.4
1941,6,19,16.3
1941,6,20,18.6
1941,6,21,19.5
1941,6,22,18.8
1941,6,23,19.8
1941,6,24,20.9
1941,6,25,21.9
1941,6,26,20.0
1941,6,27,20.8
1941,6,28,21.6
1941,6,29,20.5
1941,6,30,21.6
1941,7,1,21.9
1941,7,2,20.3
1941,7,3,22.8
1941,7,4,21.9
1941,7,5,21.7
1941,7,6,23.8
1941,7,7,22.7
1941,7,8,22.8
1941,7,9,22.0
1941,7,10,21.7
1941,7,11,21.5
1941,7,12,20.9
1941,7,13,19.8
1941,7,14,18.8
1941,7,15,17.4
1941,7,16,17.6
1941,7,17,17.8
1941,7,18,17.3
1941,7,19,19.5
1941,7,20,21.0
1941,7,21,22.6
1941,7,22,22.0
1941,7,23,21.5
1941,7,24,21.2
1941,7,25,25.1
1941,7,26,24.3
1941,7,27,22.8
1941,7,28,21.3
1941,7,29,19.7
1941,7,30,21.2
1941,7,31,21.8
1941,8,1,22.1
1941,8,2,22.0
1941,8,3,21.7
1941,8,4,22.2
1941,8,5,22.8
1941,8,6,24.3
1941,8,7,24.8
1941,8,8,24.3
1941,8,9,24.0
1941,8,10,22.7
1941,8,11,21.3
1941,8,12,23.2
1941,8,13,25.3
1941,8,14,25.9
1941,8,15,28.6
1941,8,16,26.0
1941,8,17,23.9
1941,8,18,22.9
1941,8,19,23.0
1941,8,20,23.3
1941,8,21,22.8
1941,8,22,25.0
1941,8,23,24.7
1941,8,24,26.7
1941,8,25,23.8
1941,8,26,22.3
1941,8,27,21.5
1941,8,28,21.3
1941,8,29,22.5
1941,8,30,21.5
1941,8,31,20.5
1941,9,1,20.8
1941,9,2,20.8
1941,9,3,21.4
1941,9,4,21.2
1941,9,5,24.3
1941,9,6,23.1
1941,9,7,21.4
1941,9,8,20.3
1941,9,9,19.4
1941,9,10,20.2
1941,9,11,20.7
1941,9,12,19.8
1941,9,13,19.3
1941,9,14,17.3
1941,9,15,16.7
1941,9,16,17.7
1941,9,17,17.6
1941,9,18,17.7
1941,9,19,17.5
1941,9,20,16.5
1941,9,21,15.9
1941,9,22,16.4
1941,9,23,15.8
1941,9,24,15.5
1941,9,25,19.9
1941,9,26,19.5
1941,9,27,16.0
1941,9,28,15.0
1941,9,29,17.3
1941,9,30,18.6
1941,10,1,18.3
1941,10,2,19.0
1941,10,3,14.6
1941,10,4,18.3
1941,10,5,21.5
1941,10,6,19.6
1941,10,7,19.9
1941,10,8,16.7
1941,10,9,14.8
1941,10,10,12.0
1941,10,11,14.6
1941,10,12,17.9
1941,10,13,16.3
1941,10,14,13.0
1941,10,15,13.6
1941,10,16,10.7
1941,10,17,13.5
1941,10,18,14.3
1941,10,19,12.1
1941,10,20,14.6
1941,10,21,12.0
1941,10,22,11.3
1941,10,23,11.6
1941,10,24,12.3
1941,10,25,14.4
1941,10,26,9.8
1941,10,27,6.7
1941,10,28,9.6
1941,10,29,12.7
1941,10,30,11.3
1941,10,31,6.5
1941,11,1,9.8
1941,11,2,12.6
1941,11,3,11.9
1941,11,4,7.7
1941,11,5,8.9
1941,11,6,11.6
1941,11,7,9.8
1941,11,8,8.7
1941,11,9,6.5
1941,11,10,7.6
1941,11,11,7.7
1941,11,12,7.4
1941,11,13,9.7
1941,11,14,11.2
1941,11,15,12.4
1941,11,16,10.5
1941,11,17,14.1
1941,11,18,10.2
1941,11,19,13.0
1941,11,20,7.4
1941,11,21,3.9
1941,11,22,4.1
1941,11,23,5.7
1941,11,24,10.6
1941,11,25,10.5
1941,11,26,7.8
1941,11,27,10.2
1941,11,28,8.5
1941,11,29,3.2
1941,11,30,3.5
1941,12,1,5.3
1941,12,2,5.8
1941,12,3,5.7
1941,12,4,8.4
1941,12,5,6.9
1941,12,6,5.8
1941,12,7,5.7
1941,12,8,7.4
1941,12,9,4.1
1941,12,10,4.0
1941,12,11,2.5
1941,12,12,3.3
1941,12,13,3.8
1941,12,14,1.5
1941,12,15,2.5
1941,12,16,2.9
1941,12,17,2.6
1941,12,18,2.7
1941,12,19,5.2
1941,12,20,6.6
1941,12,21,5.0
1941,12,22,7.3
1941,12,23,6.7
1941,12,24,3.7
1941,12,25,2.5
1941,12,26,4.6
1941,12,27,1.4
1941,12,28,3.8
1941,12,29,1.1
1941,12,30,-1.1
1941,12,31,2.2
1942,1,1,-1.2
1942,1,2,-1.9
1942,1,3,-0.7
1942,1,4,0.7
1942,1,5,-2.7
1942,1,6,0.6
1942,1,7,3.5
1942,1,8,1.7
1942,1,9,2.3
1942,1,10,2.5
1942,1,11,-0.5
1942,1,12,-1.7
1942,1,13,-3.3
1942,1,14,-0.6
1942,1,15,-2.2
1942,1,16,-2.5
1942,1,17,-2.5
1942,1,18,-2.3
1942,1,19,-2.3
1942,1,20,-1.2
1942,1,21,1.7
1942,1,22,1.3
1942,1,23,1.5
1942,1,24,1.1
1942,1,25,1.5
1942,1,26,1.4
1942,1,27,0.1
1942,1,28,-0.6
1942,1,29,0.7
1942,1,30,-0.2
1942,1,31,-2.1
1942,2,1,-1.4
1942,2,2,4.2
1942,2,3,1.5
1942,2,4,-1.1
1942,2,5,-2.1
1942,2,6,-1.6
1942,2,7,-3.9
1942,2,8,-5.2
1942,2,9,-5.4
1942,2,10,-4.1
1942,2,11,-2.9
1942,2,12,-5.7
1942,2,13,-4.1
1942,2,14,-3.1
1942,2,15,-0.8
1942,2,16,-1.9
1942,2,17,-2.8
1942,2,18,-1.6
1942,2,19,-1.6
1942,2,20,-5.3
1942,2,21,-3.3
1942,2,22,1.9
1942,2,23,2.2
1942,2,24,-0.8
1942,2,25,-1.2
1942,2,26,1.1
1942,2,27,2.8
1942,2,28,2.3
1942,3,1,3.2
1942,3,2,2.9
1942,3,3,-0.1
1942,3,4,4.2
1942,3,5,4.5
1942,3,6,5.7
1942,3,7,0.6
1942,3,8,-1.3
1942,3,9,3.2
1942,3,10,6.1
1942,3,11,7.5
1942,3,12,5.2
1942,3,13,7.7
1942,3,14,6.2
1942,3,15,4.4
1942,3,16,2.9
1942,3,17,5.8
1942,3,18,4.0
1942,3,19,3.0
1942,3,20,4.8
1942,3,21,6.6
1942,3,22,8.7
1942,3,23,12.8
1942,3,24,11.8
1942,3,25,7.4
1942,3,26,8.8
1942,3,27,2.6
1942,3,28,3.9
1942,3,29,5.4
1942,3,30,4.5
1942,3,31,4.5
1942,4,1,6.2
1942,4,2,6.7
1942,4,3,8.8
1942,4,4,11.7
1942,4,5,8.8
1942,4,6,5.3
1942,4,7,6.6
1942,4,8,10.3
1942,4,9,15.5
1942,4,10,7.4
1942,4,11,5.2
1942,4,12,10.7
1942,4,13,9.1
1942,4,14,5.3
1942,4,15,7.9
1942,4,16,8.9
1942,4,17,5.7
1942,4,18,6.8
1942,4,19,6.9
1942,4,20,11.7
1942,4,21,11.9
1942,4,22,10.0
1942,4,23,10.2
1942,4,24,9.1
1942,4,25,10.5
1942,4,26,14.2
1942,4,27,15.9
1942,4,28,12.7
1942,4,29,8.7
1942,4,30,9.2
1942,5,1,11.0
1942,5,2,14.3
1942,5,3,17.1
1942,5,4,13.4
1942,5,5,9.4
1942,5,6,10.1
1942,5,7,12.6
1942,5,8,12.4
1942,5,9,9.0
1942,5,10,9.5
1942,5,11,15.4
1942,5,12,16.5
1942,5,13,15.0
1942,5,14,12.7
1942,5,15,12.7
1942,5,16,11.9
1942,5,17,12.0
1942,5,18,9.6
1942,5,19,10.6
1942,5,20,10.0
1942,5,21,9.2
1942,5,22,11.2
1942,5,23,13.6
1942,5,24,15.0
1942,5,25,17.4
1942,5,26,19.4
1942,5,27,14.3
1942,5,28,13.2
1942,5,29,12.8
1942,5,30,16.9
1942,5,31,18.0
1942,6,1,15.1
1942,6,2,13.3
1942,6,3,16.4
1942,6,4,16.8
1942,6,5,15.9
1942,6,6,18.2
1942,6,7,22.1
1942,6,8,20.3
1942,6,9,18.3
1942,6,10,18.4
1942,6,11,19.3
1942,6,12,20.4
1942,6,13,23.4
1942,6,14,21.5
1942,6,15,20.1
1942,6,16,20.1
1942,6,17,21.3
1942,6,18,22.6
1942,6,19,19.6
1942,6,20,17.8
1942,6,21,17.1
1942,6,22,20.9
1942,6,23,21.9
1942,6,24,21.1
1942,6,25,21.4
1942,6,26,20.3
1942,6,27,20.8
1942,6,28,19.9
1942,6,29,21.2
1942,6,30,22.2
1942,7,1,22.8
1942,7,2,22.0
1942,7,3,23.4
1942,7,4,22.6
1942,7,5,23.3
1942,7,6,23.8
1942,7,7,23.3
1942,7,8,22.4
1942,7,9,22.9
1942,7,10,25.2
1942,7,11,25.1
1942,7,12,24.1
1942,7,13,23.3
1942,7,14,22.9
1942,7,15,22.6
1942,7,16,20.9
1942,7,17,20.7
1942,7,18,24.6
1942,7,19,26.2
1942,7,20,26.4
1942,7,21,25.5
1942,7,22,25.8
1942,7,23,23.7
1942,7,24,24.7
1942,7,25,26.6
1942,7,26,28.5
1942,7,27,26.5
1942,7,28,24.1
1942,7,29,25.8
1942,7,30,24.5
1942,7,31,23.3
1942,8,1,25.3
1942,8,2,27.3
1942,8,3,26.0
1942,8,4,24.0
1942,8,5,23.7
1942,8,6,24.4
1942,8,7,24.8
1942,8,8,23.5
1942,8,9,24.2
1942,8,10,22.2
1942,8,11,21.3
1942,8,12,22.2
1942,8,13,24.0
1942,8,14,25.8
1942,8,15,26.2
1942,8,16,27.0
1942,8,17,24.5
1942,8,18,23.0
1942,8,19,22.0
1942,8,20,21.9
1942,8,21,20.6
1942,8,22,21.1
1942,8,23,21.1
1942,8,24,24.2
1942,8,25,22.3
1942,8,26,21.8
1942,8,27,25.4
1942,8,28,29.2
1942,8,29,27.0
1942,8,30,25.2
1942,8,31,25.3
1942,9,1,25.0
1942,9,2,23.0
1942,9,3,22.6
1942,9,4,19.3
1942,9,5,18.0
1942,9,6,19.6
1942,9,7,21.6
1942,9,8,23.5
1942,9,9,22.6
1942,9,10,22.8
1942,9,11,24.5
1942,9,12,22.2
1942,9,13,19.5
1942,9,14,19.2
1942,9,15,17.3
1942,9,16,14.5
1942,9,17,16.2
1942,9,18,21.1
1942,9,19,21.2
1942,9,20,20.4
1942,9,21,23.7
1942,9,22,24.7
1942,9,23,22.2
1942,9,24,18.1
1942,9,25,17.0
1942,9,26,16.9
1942,9,27,16.9
1942,9,28,14.6
1942,9,29,17.9
1942,9,30,17.3
1942,10,1,17.7
1942,10,2,17.5
1942,10,3,17.2
1942,10,4,14.0
1942,10,5,15.0
1942,10,6,16.7
1942,10,7,15.1
1942,10,8,13.9
1942,10,9,13.9
1942,10,10,13.1
1942,10,11,13.6
1942,10,12,14.2
1942,10,13,14.4
1942,10,14,13.6
1942,10,15,11.7
1942,10,16,15.2
1942,10,17,15.3
1942,10,18,14.5
1942,10,19,10.7
1942,10,20,10.7
1942,10,21,12.7
1942,10,22,16.6
1942,10,23,12.1
1942,10,24,7.5
1942,10,25,9.0
1942,10,26,11.6
1942,10,27,10.9
1942,10,28,12.5
1942,10,29,9.7
1942,10,30,12.7
1942,10,31,11.5
1942,11,1,13.7
1942,11,2,12.6
1942,11,3,13.5
1942,11,4,12.5
1942,11,5,10.8
1942,11,6,8.3
1942,11,7,7.7
1942,11,8,3.6
1942,11,9,5.8
1942,11,10,7.9
1942,11,11,9.6
1942,11,12,8.7
1942,11,13,8.6
1942,11,14,9.6
1942,11,15,5.1
1942,11,16,4.3
1942,11,17,6.2
1942,11,18,7.2
1942,11,19,6.5
1942,11,20,7.5
1942,11,21,5.8
1942,11,22,7.9
1942,11,23,8.5
1942,11,24,10.5
1942,11,25,4.1
1942,11,26,3.9
1942,11,27,6.6
1942,11,28,3.0
1942,11,29,4.7
1942,11,30,6.1
1942,12,1,4.1
1942,12,2,4.0
1942,12,3,4.7
1942,12,4,3.2
1942,12,5,5.1
1942,12,6,3.9
1942,12,7,3.5
1942,12,8,0.5
1942,12,9,-1.5
1942,12,10,1.7
1942,12,11,4.5
1942,12,12,3.5
1942,12,13,1.8
1942,12,14,0.6
1942,12,15,3.0
1942,12,16,3.1
1942,12,17,2.0
1942,12,18,0.9
1942,12,19,4.4
1942,12,20,3.3
1942,12,21,3.9
1942,12,22,5.8
1942,12,23,4.7
1942,12,24,4.6
1942,12,25,4.3
1942,12,26,-0.3
1942,12,27,-2.9
1942,12,28,-1.1
1942,12,29,3.5
1942,12,30,3.3
1942,12,31,0.5
1943,1,1,-1.9
1943,1,2,-3.8
1943,1,3,-2.6
1943,1,4,-0.9
1943,1,5,-0.5
1943,1,6,0.5
1943,1,7,0.2
1943,1,8,0.0
1943,1,9,-0.4
1943,1,10,1.3
1943,1,11,1.7
1943,1,12,-4.3
1943,1,13,-1.1
1943,1,14,3.0
1943,1,15,0.4
1943,1,16,-1.0
1943,1,17,-2.1
1943,1,18,-0.4
1943,1,19,2.4
1943,1,20,3.1
1943,1,21,5.1
1943,1,22,2.7
1943,1,23,0.4
1943,1,24,-3.3
1943,1,25,-2.8
1943,1,26,-1.6
1943,1,27,-4.0
1943,1,28,-3.7
1943,1,29,-1.8
1943,1,30,-2.4
1943,1,31,-0.8
1943,2,1,-0.3
1943,2,2,-2.0
1943,2,3,0.6
1943,2,4,1.0
1943,2,5,2.8
1943,2,6,1.1
1943,2,7,0.3
1943,2,8,-2.2
1943,2,9,0.8
1943,2,10,1.0
1943,2,11,1.4
1943,2,12,0.5
1943,2,13,-0.5
1943,2,14,-1.7
1943,2,15,-2.4
1943,2,16,0.1
1943,2,17,3.3
1943,2,18,0.0
1943,2,19,-1.1
1943,2,20,-2.1
1943,2,21,0.3
1943,2,22,2.5
1943,2,23,2.1
1943,2,24,-1.4
1943,2,25,-2.0
1943,2,26,-1.8
1943,2,27,-1.3
1943,2,28,5.2
1943,3,1,2.4
1943,3,2,-0.4
1943,3,3,0.5
1943,3,4,0.2
1943,3,5,-0.3
1943,3,6,-0.2
1943,3,7,-2.1
1943,3,8,-0.6
1943,3,9,-1.0
1943,3,10,-1.9
1943,3,11,1.8
1943,3,12,0.2
1943,3,13,1.8
1943,3,14,1.9
1943,3,15,3.7
1943,3,16,4.9
1943,3,17,4.5
1943,3,18,2.6
1943,3,19,6.5
1943,3,20,3.8
1943,3,21,2.2
1943,3,22,5.0
1943,3,23,5.1
1943,3,24,4.5
1943,3,25,3.6
1943,3,26,4.5
1943,3,27,3.7
1943,3,28,5.4
1943,3,29,3.8
1943,3,30,3.4
1943,3,31,3.5
1943,4,1,4.7
1943,4,2,3.0
1943,4,3,8.5
1943,4,4,8.7
1943,4,5,5.9
1943,4,6,5.1
1943,4,7,6.2
1943,4,8,7.4
1943,4,9,5.8
1943,4,10,6.9
1943,4,11,11.2
1943,4,12,7.7
1943,4,13,5.4
1943,4,14,5.9
1943,4,15,5.4
1943,4,16,2.4
1943,4,17,4.1
1943,4,18,5.8
1943,4,19,7.3
1943,4,20,9.7
1943,4,21,9.2
1943,4,22,5.8
1943,4,23,9.3
1943,4,24,8.6
1943,4,25,8.5
1943,4,26,10.5
1943,4,27,12.7
1943,4,28,13.1
1943,4,29,13.2
1943,4,30,8.8
1943,5,1,7.9
1943,5,2,8.7
1943,5,3,13.4
1943,5,4,16.2
1943,5,5,16.8
1943,5,6,14.6
1943,5,7,13.1
1943,5,8,10.8
1943,5,9,14.6
1943,5,10,9.0
1943,5,11,8.8
1943,5,12,10.9
1943,5,13,14.6
1943,5,14,13.0
1943,5,15,11.2
1943,5,16,12.1
1943,5,17,11.4
1943,5,18,12.2
1943,5,19,11.8
1943,5,20,10.9
1943,5,21,10.4
1943,5,22,11.5
1943,5,23,13.8
1943,5,24,15.9
1943,5,25,15.2
1943,5,26,13.0
1943,5,27,12.8
1943,5,28,15.1
1943,5,29,13.1
1943,5,30,12.8
1943,5,31,15.9
1943,6,1,17.7
1943,6,2,19.2
1943,6,3,19.4
1943,6,4,15.9
1943,6,5,17.4
1943,6,6,16.5
1943,6,7,16.6
1943,6,8,20.0
1943,6,9,20.7
1943,6,10,17.5
1943,6,11,16.2
1943,6,12,17.6
1943,6,13,21.3
1943,6,14,21.6
1943,6,15,19.9
1943,6,16,20.9
1943,6,17,21.8
1943,6,18,19.8
1943,6,19,18.8
1943,6,20,17.6
1943,6,21,16.8
1943,6,22,16.3
1943,6,23,16.1
1943,6,24,17.9
1943,6,25,19.6
1943,6,26,20.1
1943,6,27,20.1
1943,6,28,20.0
1943,6,29,19.1
1943,6,30,18.5
1943,7,1,21.0
1943,7,2,22.2
1943,7,3,21.8
1943,7,4,21.3
1943,7,5,22.2
1943,7,6,21.9
1943,7,7,21.5
1943,7,8,22.3
1943,7,9,22.8
1943,7,10,23.2
1943,7,11,22.7
1943,7,12,23.3
1943,7,13,25.1
1943,7,14,25.5
1943,7,15,27.2
1943,7,16,27.4
1943,7,17,27.2
1943,7,18,26.3
1943,7,19,27.9
1943,7,20,28.5
1943,7,21,27.6
1943,7,22,27.7
1943,7,23,26.6
1943,7,24,27.2
1943,7,25,27.4
1943,7,26,25.7
1943,7,27,26.7
1943,7,28,28.5
1943,7,29,28.7
1943,7,30,27.0
1943,7,31,27.3
1943,8,1,27.0
1943,8,2,26.9
1943,8,3,26.8
1943,8,4,27.1
1943,8,5,27.8
1943,8,6,27.9
1943,8,7,27.0
1943,8,8,26.8
1943,8,9,26.3
1943,8,10,26.4
1943,8,11,27.4
1943,8,12,25.8
1943,8,13,25.3
1943,8,14,25.2
1943,8,15,23.7
1943,8,16,25.1
1943,8,17,25.9
1943,8,18,24.7
1943,8,19,24.3
1943,8,20,25.2
1943,8,21,27.2
1943,8,22,27.7
1943,8,23,25.8
1943,8,24,25.0
1943,8,25,24.6
1943,8,26,25.7
1943,8,27,27.1
1943,8,28,26.9
1943,8,29,26.9
1943,8,30,26.5
1943,8,31,24.1
1943,9,1,24.0
1943,9,2,22.8
1943,9,3,24.5
1943,9,4,24.1
1943,9,5,24.4
1943,9,6,23.1
1943,9,7,24.5
1943,9,8,25.3
1943,9,9,24.1
1943,9,10,22.2
1943,9,11,25.5
1943,9,12,25.1
1943,9,13,22.9
1943,9,14,22.4
1943,9,15,23.0
1943,9,16,21.3
1943,9,17,21.0
1943,9,18,22.6
1943,9,19,23.6
1943,9,20,25.1
1943,9,21,20.9
1943,9,22,18.4
1943,9,23,18.4
1943,9,24,18.3
1943,9,25,19.6
1943,9,26,17.8
1943,9,27,15.6
1943,9,28,18.8
1943,9,29,17.7
1943,9,30,16.2
1943,10,1,17.0
1943,10,2,17.4
1943,10,3,18.7
1943,10,4,18.0
1943,10,5,15.2
1943,10,6,12.2
1943,10,7,13.0
1943,10,8,15.2
1943,10,9,18.6
1943,10,10,16.4
1943,10,11,14.0
1943,10,12,14.0
1943,10,13,12.2
1943,10,14,12.8
1943,10,15,13.2
1943,10,16,17.4
1943,10,17,19.8
1943,10,18,19.2
1943,10,19,17.4
1943,10,20,15.4
1943,10,21,11.8
1943,10,22,12.4
1943,10,23,10.8
1943,10,24,10.0
1943,10,25,12.1
1943,10,26,13.8
1943,10,27,9.2
1943,10,28,12.1
1943,10,29,9.9
1943,10,30,10.1
1943,10,31,9.0
1943,11,1,8.3
1943,11,2,12.3
1943,11,3,12.6
1943,11,4,14.5
1943,11,5,8.1
1943,11,6,10.1
1943,11,7,7.4
1943,11,8,7.1
1943,11,9,9.4
1943,11,10,10.1
1943,11,11,9.6
1943,11,12,6.2
1943,11,13,7.6
1943,11,14,9.3
1943,11,15,9.4
1943,11,16,9.3
1943,11,17,11.4
1943,11,18,5.3
1943,11,19,4.7
