ダウンロードした時刻：2019/06/29 17:28:27

,,,酒田
年,月,日,平均気温(℃)
1956,10,12,12.5
1956,10,13,12.9
1956,10,14,15.7
1956,10,15,13.7
1956,10,16,13.4
1956,10,17,15.3
1956,10,18,15.7
1956,10,19,15.5
1956,10,20,11.1
1956,10,21,13.5
1956,10,22,15.4
1956,10,23,14.1
1956,10,24,14.0
1956,10,25,11.2
1956,10,26,10.6
1956,10,27,10.6
1956,10,28,11.9
1956,10,29,14.6
1956,10,30,18.0
1956,10,31,17.5
1956,11,1,13.0
1956,11,2,14.2
1956,11,3,14.5
1956,11,4,14.2
1956,11,5,14.0
1956,11,6,13.3
1956,11,7,12.2
1956,11,8,8.5
1956,11,9,9.3
1956,11,10,12.1
1956,11,11,12.3
1956,11,12,12.1
1956,11,13,10.0
1956,11,14,12.3
1956,11,15,6.8
1956,11,16,4.2
1956,11,17,4.4
1956,11,18,5.9
1956,11,19,6.5
1956,11,20,7.2
1956,11,21,6.1
1956,11,22,7.7
1956,11,23,6.9
1956,11,24,5.1
1956,11,25,5.2
1956,11,26,6.7
1956,11,27,6.0
1956,11,28,4.5
1956,11,29,4.3
1956,11,30,3.2
1956,12,1,4.2
1956,12,2,4.2
1956,12,3,5.3
1956,12,4,8.9
1956,12,5,7.2
1956,12,6,3.3
1956,12,7,5.7
1956,12,8,3.7
1956,12,9,3.8
1956,12,10,1.3
1956,12,11,1.6
1956,12,12,1.7
1956,12,13,1.6
1956,12,14,0.6
1956,12,15,0.8
1956,12,16,4.2
1956,12,17,2.9
1956,12,18,0.6
1956,12,19,0.4
1956,12,20,-0.1
1956,12,21,-2.3
1956,12,22,-1.2
1956,12,23,0.7
1956,12,24,1.1
1956,12,25,0.4
1956,12,26,0.5
1956,12,27,1.5
1956,12,28,1.7
1956,12,29,1.6
1956,12,30,0.6
1956,12,31,3.1
1957,1,1,1.8
1957,1,2,0.0
1957,1,3,4.0
1957,1,4,0.7
1957,1,5,-0.7
1957,1,6,-0.4
1957,1,7,-2.1
1957,1,8,-0.6
1957,1,9,2.6
1957,1,10,1.7
1957,1,11,2.9
1957,1,12,-3.2
1957,1,13,-0.9
1957,1,14,2.6
1957,1,15,5.3
1957,1,16,3.2
1957,1,17,2.3
1957,1,18,1.3
1957,1,19,2.0
1957,1,20,1.6
1957,1,21,0.5
1957,1,22,1.5
1957,1,23,0.1
1957,1,24,0.3
1957,1,25,1.4
1957,1,26,1.5
1957,1,27,4.4
1957,1,28,2.8
1957,1,29,3.3
1957,1,30,4.6
1957,1,31,-0.6
1957,2,1,-2.3
1957,2,2,-2.1
1957,2,3,-1.4
1957,2,4,3.4
1957,2,5,3.5
1957,2,6,2.2
1957,2,7,3.2
1957,2,8,4.9
1957,2,9,5.1
1957,2,10,0.9
1957,2,11,-2.3
1957,2,12,-2.0
1957,2,13,-0.8
1957,2,14,0.6
1957,2,15,1.4
1957,2,16,1.3
1957,2,17,1.6
1957,2,18,0.3
1957,2,19,-0.9
1957,2,20,-1.9
1957,2,21,0.2
1957,2,22,-0.8
1957,2,23,-1.6
1957,2,24,-1.7
1957,2,25,-0.7
1957,2,26,1.6
1957,2,27,0.0
1957,2,28,-1.8
1957,3,1,-2.3
1957,3,2,-0.3
1957,3,3,0.6
1957,3,4,3.7
1957,3,5,1.4
1957,3,6,1.4
1957,3,7,0.2
1957,3,8,0.3
1957,3,9,2.3
1957,3,10,0.8
1957,3,11,1.9
1957,3,12,-0.1
1957,3,13,0.6
1957,3,14,1.4
1957,3,15,2.0
1957,3,16,3.9
1957,3,17,4.2
1957,3,18,5.5
1957,3,19,5.8
1957,3,20,4.7
1957,3,21,1.0
1957,3,22,0.2
1957,3,23,2.3
1957,3,24,4.2
1957,3,25,1.9
1957,3,26,0.9
1957,3,27,2.5
1957,3,28,2.4
1957,3,29,4.1
1957,3,30,8.8
1957,3,31,4.5
1957,4,1,2.7
1957,4,2,3.3
1957,4,3,4.3
1957,4,4,6.8
1957,4,5,8.4
1957,4,6,7.5
1957,4,7,7.9
1957,4,8,9.9
1957,4,9,8.7
1957,4,10,6.0
1957,4,11,7.9
1957,4,12,7.6
1957,4,13,9.1
1957,4,14,8.9
1957,4,15,7.0
1957,4,16,9.9
1957,4,17,8.4
1957,4,18,8.5
1957,4,19,12.1
1957,4,20,11.9
1957,4,21,10.5
1957,4,22,14.3
1957,4,23,14.4
1957,4,24,13.9
1957,4,25,14.2
1957,4,26,9.3
1957,4,27,10.2
1957,4,28,10.2
1957,4,29,9.3
1957,4,30,15.4
1957,5,1,12.4
1957,5,2,10.6
1957,5,3,9.0
1957,5,4,10.1
1957,5,5,11.2
1957,5,6,12.0
1957,5,7,12.4
1957,5,8,13.1
1957,5,9,14.5
1957,5,10,14.7
1957,5,11,15.6
1957,5,12,14.7
1957,5,13,12.9
1957,5,14,12.2
1957,5,15,11.9
1957,5,16,12.7
1957,5,17,15.5
1957,5,18,16.8
1957,5,19,17.1
1957,5,20,17.3
1957,5,21,14.1
1957,5,22,13.2
1957,5,23,14.1
1957,5,24,15.3
1957,5,25,16.8
1957,5,26,12.4
1957,5,27,12.8
1957,5,28,17.7
1957,5,29,18.9
1957,5,30,17.8
1957,5,31,17.1
1957,6,1,19.5
1957,6,2,16.4
1957,6,3,12.7
1957,6,4,14.6
1957,6,5,12.5
1957,6,6,14.6
1957,6,7,14.0
1957,6,8,14.4
1957,6,9,14.1
1957,6,10,16.6
1957,6,11,22.2
1957,6,12,20.5
1957,6,13,18.9
1957,6,14,18.6
1957,6,15,17.4
1957,6,16,16.5
1957,6,17,18.7
1957,6,18,20.8
1957,6,19,19.3
1957,6,20,19.8
1957,6,21,17.9
1957,6,22,17.5
1957,6,23,16.3
1957,6,24,17.6
1957,6,25,16.8
1957,6,26,16.7
1957,6,27,18.6
1957,6,28,20.4
1957,6,29,19.7
1957,6,30,22.7
1957,7,1,23.9
1957,7,2,23.9
1957,7,3,21.6
1957,7,4,21.1
1957,7,5,21.9
1957,7,6,22.1
1957,7,7,21.9
1957,7,8,20.3
1957,7,9,20.0
1957,7,10,20.6
1957,7,11,21.7
1957,7,12,23.6
1957,7,13,23.7
1957,7,14,24.6
1957,7,15,22.5
1957,7,16,22.1
1957,7,17,22.9
1957,7,18,23.4
1957,7,19,21.6
1957,7,20,21.7
1957,7,21,21.7
1957,7,22,21.8
1957,7,23,20.9
1957,7,24,20.5
1957,7,25,20.4
1957,7,26,22.9
1957,7,27,24.7
1957,7,28,24.5
1957,7,29,26.2
1957,7,30,24.3
1957,7,31,23.8
1957,8,1,24.4
1957,8,2,25.1
1957,8,3,24.4
1957,8,4,26.5
1957,8,5,25.5
1957,8,6,24.9
1957,8,7,23.3
1957,8,8,23.6
1957,8,9,23.1
1957,8,10,24.2
1957,8,11,24.6
1957,8,12,26.4
1957,8,13,25.4
1957,8,14,23.8
1957,8,15,22.6
1957,8,16,23.3
1957,8,17,24.2
1957,8,18,26.3
1957,8,19,27.4
1957,8,20,27.8
1957,8,21,29.0
1957,8,22,29.5
1957,8,23,27.2
1957,8,24,26.7
1957,8,25,25.9
1957,8,26,25.8
1957,8,27,25.2
1957,8,28,24.4
1957,8,29,21.7
1957,8,30,22.3
1957,8,31,21.1
1957,9,1,20.8
1957,9,2,19.8
1957,9,3,19.1
1957,9,4,17.6
1957,9,5,20.5
1957,9,6,21.3
1957,9,7,24.0
1957,9,8,22.3
1957,9,9,20.8
1957,9,10,20.9
1957,9,11,20.8
1957,9,12,22.3
1957,9,13,21.6
1957,9,14,19.4
1957,9,15,19.5
1957,9,16,19.4
1957,9,17,17.8
1957,9,18,18.4
1957,9,19,19.4
1957,9,20,19.5
1957,9,21,18.0
1957,9,22,17.2
1957,9,23,16.8
1957,9,24,16.6
1957,9,25,16.9
1957,9,26,16.6
1957,9,27,16.3
1957,9,28,14.4
1957,9,29,15.7
1957,9,30,17.4
1957,10,1,15.7
1957,10,2,16.1
1957,10,3,15.6
1957,10,4,13.9
1957,10,5,15.9
1957,10,6,16.2
1957,10,7,18.9
1957,10,8,18.4
1957,10,9,16.4
1957,10,10,16.7
1957,10,11,16.3
1957,10,12,14.3
1957,10,13,15.5
1957,10,14,16.3
1957,10,15,15.9
1957,10,16,17.4
1957,10,17,13.3
1957,10,18,8.0
1957,10,19,11.5
1957,10,20,10.9
1957,10,21,13.0
1957,10,22,13.8
1957,10,23,13.7
1957,10,24,13.0
1957,10,25,13.1
1957,10,26,15.9
1957,10,27,16.2
1957,10,28,14.8
1957,10,29,12.2
1957,10,30,11.9
1957,10,31,14.9
1957,11,1,13.1
1957,11,2,11.2
1957,11,3,10.8
1957,11,4,10.2
1957,11,5,13.3
1957,11,6,12.0
1957,11,7,10.8
1957,11,8,9.6
1957,11,9,9.0
1957,11,10,10.8
1957,11,11,12.6
1957,11,12,10.5
1957,11,13,10.6
1957,11,14,8.0
1957,11,15,8.3
1957,11,16,9.5
1957,11,17,10.3
1957,11,18,10.2
1957,11,19,10.6
1957,11,20,7.0
1957,11,21,5.0
1957,11,22,8.6
1957,11,23,6.9
1957,11,24,7.4
1957,11,25,5.9
1957,11,26,6.9
1957,11,27,12.9
1957,11,28,9.0
1957,11,29,4.6
1957,11,30,4.4
1957,12,1,5.7
1957,12,2,5.4
1957,12,3,4.8
1957,12,4,3.9
1957,12,5,4.7
1957,12,6,8.7
1957,12,7,6.9
1957,12,8,7.0
1957,12,9,6.9
1957,12,10,6.3
1957,12,11,7.9
1957,12,12,9.6
1957,12,13,9.4
1957,12,14,2.8
1957,12,15,4.3
1957,12,16,4.9
1957,12,17,7.3
1957,12,18,9.7
1957,12,19,4.7
1957,12,20,4.4
1957,12,21,3.7
1957,12,22,2.5
1957,12,23,3.7
1957,12,24,5.6
1957,12,25,6.1
1957,12,26,4.8
1957,12,27,4.2
1957,12,28,4.3
1957,12,29,3.7
1957,12,30,-0.8
1957,12,31,-1.9
1958,1,1,-0.3
1958,1,2,2.3
1958,1,3,-2.6
1958,1,4,-0.3
1958,1,5,2.6
1958,1,6,3.6
1958,1,7,5.6
1958,1,8,4.7
1958,1,9,7.5
1958,1,10,1.1
1958,1,11,0.6
1958,1,12,1.1
1958,1,13,2.3
1958,1,14,2.7
1958,1,15,6.6
1958,1,16,2.3
1958,1,17,-0.6
1958,1,18,-0.5
1958,1,19,0.8
1958,1,20,1.2
1958,1,21,2.2
1958,1,22,3.1
1958,1,23,-1.1
1958,1,24,-1.2
1958,1,25,-0.6
1958,1,26,1.6
1958,1,27,0.2
1958,1,28,0.6
1958,1,29,1.9
1958,1,30,-1.0
1958,1,31,0.0
1958,2,1,-0.4
1958,2,2,1.0
1958,2,3,4.9
1958,2,4,2.4
1958,2,5,2.2
1958,2,6,3.2
1958,2,7,1.9
1958,2,8,4.1
1958,2,9,4.1
1958,2,10,1.8
1958,2,11,4.1
1958,2,12,3.8
1958,2,13,2.8
1958,2,14,0.9
1958,2,15,0.1
1958,2,16,0.8
1958,2,17,3.0
1958,2,18,4.4
1958,2,19,3.5
1958,2,20,2.5
1958,2,21,4.1
1958,2,22,4.2
1958,2,23,8.1
1958,2,24,4.7
1958,2,25,5.1
1958,2,26,1.9
1958,2,27,0.1
1958,2,28,-0.5
1958,3,1,2.1
1958,3,2,1.7
1958,3,3,-2.3
1958,3,4,-0.7
1958,3,5,-1.8
1958,3,6,-1.3
1958,3,7,0.8
1958,3,8,2.9
1958,3,9,6.9
1958,3,10,7.2
1958,3,11,5.5
1958,3,12,6.5
1958,3,13,8.7
1958,3,14,5.9
1958,3,15,4.6
1958,3,16,4.7
1958,3,17,5.9
1958,3,18,4.4
1958,3,19,3.2
1958,3,20,4.6
1958,3,21,9.5
1958,3,22,7.8
1958,3,23,7.9
1958,3,24,8.4
1958,3,25,11.6
1958,3,26,8.3
1958,3,27,3.2
1958,3,28,0.0
1958,3,29,-1.2
1958,3,30,-0.9
1958,3,31,3.7
1958,4,1,5.7
1958,4,2,5.8
1958,4,3,6.8
1958,4,4,5.8
1958,4,5,11.3
1958,4,6,14.7
1958,4,7,8.9
1958,4,8,7.9
1958,4,9,6.5
1958,4,10,4.9
1958,4,11,5.3
1958,4,12,5.0
1958,4,13,6.5
1958,4,14,6.8
1958,4,15,6.5
1958,4,16,9.2
1958,4,17,9.3
1958,4,18,8.0
1958,4,19,6.4
1958,4,20,10.5
1958,4,21,12.9
1958,4,22,13.0
1958,4,23,13.2
1958,4,24,9.6
1958,4,25,12.3
1958,4,26,14.4
1958,4,27,11.4
1958,4,28,9.5
1958,4,29,11.5
1958,4,30,14.5
1958,5,1,12.2
1958,5,2,11.3
1958,5,3,11.4
1958,5,4,11.6
1958,5,5,10.3
1958,5,6,9.6
1958,5,7,15.8
1958,5,8,13.4
1958,5,9,14.1
1958,5,10,17.1
1958,5,11,13.7
1958,5,12,10.0
1958,5,13,9.8
1958,5,14,13.1
1958,5,15,14.4
1958,5,16,12.6
1958,5,17,12.1
1958,5,18,12.8
1958,5,19,17.0
1958,5,20,17.0
1958,5,21,16.3
1958,5,22,20.3
1958,5,23,17.0
1958,5,24,13.1
1958,5,25,13.3
1958,5,26,14.3
1958,5,27,15.2
1958,5,28,16.2
1958,5,29,17.3
1958,5,30,18.8
1958,5,31,18.8
1958,6,1,17.3
1958,6,2,17.0
1958,6,3,18.1
1958,6,4,15.9
1958,6,5,17.0
1958,6,6,15.0
1958,6,7,18.9
1958,6,8,20.0
1958,6,9,19.3
1958,6,10,17.9
1958,6,11,17.9
1958,6,12,18.5
1958,6,13,19.8
1958,6,14,17.4
1958,6,15,15.8
1958,6,16,16.8
1958,6,17,19.8
1958,6,18,18.5
1958,6,19,18.9
1958,6,20,19.6
1958,6,21,20.5
1958,6,22,21.0
1958,6,23,22.2
1958,6,24,22.0
1958,6,25,22.3
1958,6,26,23.0
1958,6,27,23.4
1958,6,28,23.5
1958,6,29,21.3
1958,6,30,21.5
1958,7,1,22.5
1958,7,2,21.3
1958,7,3,20.7
1958,7,4,21.2
1958,7,5,22.6
1958,7,6,22.5
1958,7,7,22.2
1958,7,8,22.9
1958,7,9,23.0
1958,7,10,23.2
1958,7,11,22.8
1958,7,12,22.9
1958,7,13,22.7
1958,7,14,22.4
1958,7,15,22.3
1958,7,16,22.6
1958,7,17,23.1
1958,7,18,24.0
1958,7,19,25.4
1958,7,20,21.0
1958,7,21,21.9
1958,7,22,22.6
1958,7,23,24.5
1958,7,24,23.3
1958,7,25,21.6
1958,7,26,21.0
1958,7,27,22.0
1958,7,28,21.9
1958,7,29,24.5
1958,7,30,25.2
1958,7,31,25.3
1958,8,1,25.0
1958,8,2,24.9
1958,8,3,25.2
1958,8,4,24.4
1958,8,5,23.4
1958,8,6,23.6
1958,8,7,23.4
1958,8,8,23.6
1958,8,9,24.3
1958,8,10,24.8
1958,8,11,25.0
1958,8,12,25.6
1958,8,13,23.3
1958,8,14,22.5
1958,8,15,21.7
1958,8,16,22.4
1958,8,17,23.6
1958,8,18,25.9
1958,8,19,25.3
1958,8,20,24.1
1958,8,21,23.3
1958,8,22,23.0
1958,8,23,18.7
1958,8,24,20.3
1958,8,25,23.5
1958,8,26,24.8
1958,8,27,25.9
1958,8,28,23.7
1958,8,29,21.6
1958,8,30,21.7
1958,8,31,20.7
1958,9,1,19.5
1958,9,2,20.7
1958,9,3,20.4
1958,9,4,19.7
1958,9,5,21.4
1958,9,6,25.5
1958,9,7,23.0
1958,9,8,20.9
1958,9,9,20.4
1958,9,10,21.5
1958,9,11,22.3
1958,9,12,21.7
1958,9,13,20.5
1958,9,14,19.2
1958,9,15,22.5
1958,9,16,22.8
1958,9,17,20.2
1958,9,18,20.8
1958,9,19,20.9
1958,9,20,17.4
1958,9,21,17.3
1958,9,22,17.5
1958,9,23,17.5
1958,9,24,19.0
1958,9,25,19.0
1958,9,26,16.4
1958,9,27,17.4
1958,9,28,18.5
1958,9,29,19.2
1958,9,30,17.3
1958,10,1,18.4
1958,10,2,18.2
1958,10,3,16.8
1958,10,4,15.0
1958,10,5,15.0
1958,10,6,14.4
1958,10,7,14.3
1958,10,8,13.5
1958,10,9,14.0
1958,10,10,14.3
1958,10,11,13.8
1958,10,12,15.6
1958,10,13,14.5
1958,10,14,16.9
1958,10,15,16.4
1958,10,16,13.5
1958,10,17,11.6
1958,10,18,13.1
1958,10,19,16.0
1958,10,20,13.8
1958,10,21,13.7
1958,10,22,13.2
1958,10,23,12.1
1958,10,24,11.9
1958,10,25,13.8
1958,10,26,14.0
1958,10,27,11.6
1958,10,28,10.0
1958,10,29,9.7
1958,10,30,12.9
1958,10,31,12.8
1958,11,1,12.8
1958,11,2,12.3
1958,11,3,10.2
1958,11,4,11.0
1958,11,5,12.2
1958,11,6,12.9
1958,11,7,11.8
1958,11,8,8.6
1958,11,9,9.6
1958,11,10,12.1
1958,11,11,12.9
1958,11,12,10.8
1958,11,13,8.0
1958,11,14,9.2
1958,11,15,6.7
1958,11,16,5.6
1958,11,17,5.9
1958,11,18,6.5
1958,11,19,7.9
1958,11,20,5.2
1958,11,21,5.7
1958,11,22,6.6
1958,11,23,7.1
1958,11,24,6.7
1958,11,25,6.1
1958,11,26,7.7
1958,11,27,8.3
1958,11,28,7.3
1958,11,29,6.5
1958,11,30,5.0
1958,12,1,7.4
1958,12,2,5.9
1958,12,3,10.2
1958,12,4,9.3
1958,12,5,6.4
1958,12,6,6.8
1958,12,7,5.5
1958,12,8,5.7
1958,12,9,7.3
1958,12,10,5.7
1958,12,11,4.8
1958,12,12,5.4
1958,12,13,4.5
1958,12,14,6.9
1958,12,15,6.0
1958,12,16,5.8
1958,12,17,5.8
1958,12,18,7.3
1958,12,19,9.8
1958,12,20,7.5
1958,12,21,4.6
1958,12,22,5.7
1958,12,23,4.7
1958,12,24,5.6
1958,12,25,5.1
1958,12,26,7.3
1958,12,27,7.0
1958,12,28,5.3
1958,12,29,3.7
1958,12,30,5.2
1958,12,31,6.2
1959,1,1,1.9
1959,1,2,0.4
1959,1,3,2.8
1959,1,4,5.0
1959,1,5,0.1
1959,1,6,-0.9
1959,1,7,-1.3
1959,1,8,-1.1
1959,1,9,-0.9
1959,1,10,-0.6
1959,1,11,-1.5
1959,1,12,0.3
1959,1,13,1.1
1959,1,14,2.5
1959,1,15,2.2
1959,1,16,3.1
1959,1,17,-1.1
1959,1,18,-1.9
1959,1,19,-1.6
1959,1,20,1.7
1959,1,21,2.3
1959,1,22,0.9
1959,1,23,1.2
1959,1,24,2.6
1959,1,25,5.3
1959,1,26,2.8
1959,1,27,3.5
1959,1,28,2.9
1959,1,29,3.0
1959,1,30,4.6
1959,1,31,0.2
1959,2,1,2.3
1959,2,2,2.4
1959,2,3,6.4
1959,2,4,6.6
1959,2,5,5.7
1959,2,6,6.2
1959,2,7,2.5
1959,2,8,3.3
1959,2,9,4.6
1959,2,10,1.7
1959,2,11,-0.4
1959,2,12,2.1
1959,2,13,5.2
1959,2,14,3.8
1959,2,15,4.6
1959,2,16,5.1
1959,2,17,6.2
1959,2,18,5.0
1959,2,19,4.4
1959,2,20,5.6
1959,2,21,5.4
1959,2,22,4.5
1959,2,23,1.8
1959,2,24,2.3
1959,2,25,0.9
1959,2,26,0.5
1959,2,27,2.6
1959,2,28,3.1
1959,3,1,2.8
1959,3,2,5.2
1959,3,3,2.8
1959,3,4,5.4
1959,3,5,8.8
1959,3,6,6.9
1959,3,7,6.6
1959,3,8,7.6
1959,3,9,6.1
1959,3,10,5.7
1959,3,11,7.8
1959,3,12,4.6
1959,3,13,0.8
1959,3,14,2.8
1959,3,15,4.1
1959,3,16,2.7
1959,3,17,4.6
1959,3,18,4.3
1959,3,19,6.5
1959,3,20,7.7
1959,3,21,5.7
1959,3,22,6.6
1959,3,23,6.4
1959,3,24,5.4
1959,3,25,6.0
1959,3,26,6.9
1959,3,27,5.6
1959,3,28,8.1
1959,3,29,10.6
1959,3,30,11.2
1959,3,31,7.9
1959,4,1,5.6
1959,4,2,6.2
1959,4,3,10.0
1959,4,4,14.9
1959,4,5,12.6
1959,4,6,7.4
1959,4,7,9.8
1959,4,8,12.7
1959,4,9,15.1
1959,4,10,10.3
1959,4,11,7.2
1959,4,12,10.4
1959,4,13,9.0
1959,4,14,6.8
1959,4,15,9.7
1959,4,16,13.4
1959,4,17,10.8
1959,4,18,6.9
1959,4,19,9.2
1959,4,20,13.8
1959,4,21,16.1
1959,4,22,18.5
1959,4,23,12.4
1959,4,24,11.6
1959,4,25,11.6
1959,4,26,16.6
1959,4,27,17.1
1959,4,28,12.1
1959,4,29,10.6
1959,4,30,12.3
1959,5,1,13.5
1959,5,2,13.9
1959,5,3,14.2
1959,5,4,17.5
1959,5,5,12.1
1959,5,6,11.7
1959,5,7,11.7
1959,5,8,12.3
1959,5,9,13.0
1959,5,10,12.1
1959,5,11,14.2
1959,5,12,15.0
1959,5,13,12.1
1959,5,14,14.7
1959,5,15,18.6
1959,5,16,17.0
1959,5,17,13.9
1959,5,18,12.8
1959,5,19,12.0
1959,5,20,12.6
1959,5,21,16.2
1959,5,22,13.6
1959,5,23,16.2
1959,5,24,18.9
1959,5,25,17.8
1959,5,26,15.2
1959,5,27,18.1
1959,5,28,15.8
1959,5,29,16.2
1959,5,30,20.8
1959,5,31,20.9
1959,6,1,17.6
1959,6,2,16.6
1959,6,3,17.3
1959,6,4,15.9
1959,6,5,17.7
1959,6,6,17.6
1959,6,7,18.5
1959,6,8,18.6
1959,6,9,16.8
1959,6,10,17.3
1959,6,11,14.3
1959,6,12,14.4
1959,6,13,16.9
1959,6,14,17.5
1959,6,15,20.5
1959,6,16,20.9
1959,6,17,17.7
1959,6,18,19.4
1959,6,19,20.4
1959,6,20,18.5
1959,6,21,20.3
1959,6,22,21.2
1959,6,23,21.2
1959,6,24,22.2
1959,6,25,20.1
1959,6,26,19.4
1959,6,27,20.1
1959,6,28,22.1
1959,6,29,22.1
1959,6,30,22.8
1959,7,1,23.0
1959,7,2,20.7
1959,7,3,20.5
1959,7,4,20.7
1959,7,5,20.5
1959,7,6,22.6
1959,7,7,23.6
1959,7,8,25.4
1959,7,9,22.4
1959,7,10,21.8
1959,7,11,20.1
1959,7,12,21.6
1959,7,13,21.4
1959,7,14,20.8
1959,7,15,23.7
1959,7,16,20.9
1959,7,17,21.6
1959,7,18,21.5
1959,7,19,22.3
1959,7,20,21.7
1959,7,21,22.4
1959,7,22,22.3
1959,7,23,24.6
1959,7,24,23.7
1959,7,25,22.2
1959,7,26,21.6
1959,7,27,21.6
1959,7,28,21.3
1959,7,29,21.3
1959,7,30,23.6
1959,7,31,25.0
1959,8,1,25.3
1959,8,2,25.1
1959,8,3,24.8
1959,8,4,24.4
1959,8,5,23.0
1959,8,6,22.3
1959,8,7,23.3
1959,8,8,25.0
1959,8,9,22.6
1959,8,10,18.9
1959,8,11,21.0
1959,8,12,22.5
1959,8,13,25.8
1959,8,14,26.4
1959,8,15,24.3
1959,8,16,24.7
1959,8,17,24.6
1959,8,18,24.6
1959,8,19,24.9
1959,8,20,25.3
1959,8,21,25.1
1959,8,22,22.1
1959,8,23,23.4
1959,8,24,22.4
1959,8,25,22.8
1959,8,26,23.7
1959,8,27,24.1
1959,8,28,25.8
1959,8,29,25.2
1959,8,30,22.3
1959,8,31,23.6
1959,9,1,25.5
1959,9,2,21.1
1959,9,3,21.0
1959,9,4,20.6
1959,9,5,21.7
1959,9,6,22.9
1959,9,7,21.4
1959,9,8,20.9
1959,9,9,21.7
1959,9,10,22.1
1959,9,11,23.1
1959,9,12,21.9
1959,9,13,21.8
1959,9,14,21.1
1959,9,15,21.1
1959,9,16,22.1
1959,9,17,24.6
1959,9,18,24.8
1959,9,19,22.8
1959,9,20,21.8
1959,9,21,21.0
1959,9,22,18.5
1959,9,23,18.3
1959,9,24,19.7
1959,9,25,21.0
1959,9,26,18.6
1959,9,27,19.9
1959,9,28,17.1
1959,9,29,18.7
1959,9,30,18.4
1959,10,1,17.8
1959,10,2,17.7
1959,10,3,20.0
1959,10,4,19.6
1959,10,5,19.2
1959,10,6,16.1
1959,10,7,15.6
1959,10,8,16.1
1959,10,9,14.0
1959,10,10,17.1
1959,10,11,18.8
1959,10,12,16.0
1959,10,13,14.2
1959,10,14,13.6
1959,10,15,14.0
1959,10,16,14.5
1959,10,17,15.4
1959,10,18,12.0
1959,10,19,11.8
1959,10,20,12.4
1959,10,21,12.8
1959,10,22,13.8
1959,10,23,14.6
1959,10,24,15.6
1959,10,25,11.1
1959,10,26,10.7
1959,10,27,14.7
1959,10,28,15.5
1959,10,29,16.2
1959,10,30,13.2
1959,10,31,10.7
1959,11,1,13.7
1959,11,2,16.9
1959,11,3,15.6
1959,11,4,13.7
1959,11,5,11.0
1959,11,6,13.1
1959,11,7,15.3
1959,11,8,14.9
1959,11,9,8.2
1959,11,10,8.6
1959,11,11,8.1
1959,11,12,11.8
1959,11,13,8.4
1959,11,14,8.4
1959,11,15,10.7
1959,11,16,9.1
1959,11,17,8.3
1959,11,18,10.5
1959,11,19,8.5
1959,11,20,6.4
1959,11,21,8.8
1959,11,22,6.6
1959,11,23,4.7
1959,11,24,8.2
1959,11,25,6.4
1959,11,26,5.2
1959,11,27,3.3
1959,11,28,4.0
1959,11,29,5.3
1959,11,30,5.9
1959,12,1,7.4
1959,12,2,11.1
1959,12,3,11.2
1959,12,4,10.0
1959,12,5,5.7
1959,12,6,3.9
1959,12,7,3.4
1959,12,8,4.1
1959,12,9,10.1
1959,12,10,5.9
1959,12,11,3.4
1959,12,12,7.1
1959,12,13,7.9
1959,12,14,5.6
1959,12,15,4.0
1959,12,16,2.4
1959,12,17,-0.5
1959,12,18,0.4
1959,12,19,3.2
1959,12,20,0.9
1959,12,21,1.1
1959,12,22,2.4
1959,12,23,3.2
1959,12,24,2.5
1959,12,25,3.1
1959,12,26,4.5
1959,12,27,4.6
1959,12,28,2.9
1959,12,29,1.5
1959,12,30,2.5
1959,12,31,3.6
1960,1,1,4.4
1960,1,2,1.5
1960,1,3,1.5
1960,1,4,7.9
1960,1,5,9.2
1960,1,6,0.3
1960,1,7,0.4
1960,1,8,1.9
1960,1,9,3.3
1960,1,10,4.5
1960,1,11,5.4
1960,1,12,1.3
1960,1,13,-0.4
1960,1,14,1.5
1960,1,15,0.8
1960,1,16,-0.3
1960,1,17,0.2
1960,1,18,-1.8
1960,1,19,-0.5
1960,1,20,-0.3
1960,1,21,0.4
1960,1,22,-0.8
1960,1,23,-1.6
1960,1,24,-3.6
1960,1,25,0.0
1960,1,26,1.1
1960,1,27,-1.6
1960,1,28,-2.4
1960,1,29,-2.1
1960,1,30,1.4
1960,1,31,2.5
1960,2,1,2.9
1960,2,2,1.5
1960,2,3,0.6
1960,2,4,0.5
1960,2,5,0.8
1960,2,6,1.4
1960,2,7,5.5
1960,2,8,4.9
1960,2,9,4.7
1960,2,10,1.8
1960,2,11,-3.0
1960,2,12,-0.8
1960,2,13,2.4
1960,2,14,2.6
1960,2,15,-1.4
1960,2,16,-0.1
1960,2,17,1.6
1960,2,18,1.6
1960,2,19,1.5
1960,2,20,4.6
1960,2,21,2.1
1960,2,22,2.5
1960,2,23,6.5
1960,2,24,7.2
1960,2,25,8.3
1960,2,26,3.8
1960,2,27,1.4
1960,2,28,4.7
1960,2,29,6.1
1960,3,1,6.0
1960,3,2,6.2
1960,3,3,1.2
1960,3,4,0.9
1960,3,5,1.8
1960,3,6,4.7
1960,3,7,3.3
1960,3,8,4.3
1960,3,9,6.0
1960,3,10,6.8
1960,3,11,8.4
1960,3,12,10.9
1960,3,13,3.4
1960,3,14,0.9
1960,3,15,2.1
1960,3,16,1.5
1960,3,17,4.6
1960,3,18,3.9
1960,3,19,4.7
1960,3,20,8.2
1960,3,21,6.9
1960,3,22,3.4
1960,3,23,4.9
1960,3,24,3.1
1960,3,25,4.7
1960,3,26,6.0
