ダウンロードした時刻：2019/02/27 17:44:22

集計開始,,,集計終了,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
年,月,日,年,月,日,最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最高気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),日最低気温の平均(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),日照時間(時間),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm),最深積雪(cm)
,,,,,,,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,平年値(℃),平年値(℃),,,,平年値(mm),平年値(mm),平年値(mm),,,,平年値(時間),平年値(時間),平年値(時間),,,,平年値(cm),平年値(cm),平年値(cm)
,,,,,,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報,,現象なし情報,品質情報
2004,2,11,2004,2,20,10.4,8,,0,3.3,8,1.8,8,6.6,8,4.6,8,0.5,8,-1.1,8,-4.8,8,,0,32.5,0,8,42.2,0,8,28.8,0,8,19.8,0,8,15,0,8,17,0,8
2004,2,21,2004,2,29,21.6,8,,0,5.7,8,2.6,8,11.2,8,5.9,8,1.5,8,-0.6,8,-1.1,8,,0,32.0,0,8,30.2,0,8,17.9,0,8,23.9,0,8,1,0,8,13,0,8
2004,3,1,2004,3,10,17.2,8,,0,2.0,8,3.2,8,5.4,8,6.5,8,-1.5,8,-0.1,8,-4.9,8,,0,35.5,0,8,34.4,0,8,24.5,0,8,28.3,0,8,15,0,8,10,0,8
2004,3,11,2004,3,20,22.6,8,,0,6.0,8,4.8,8,11.6,8,8.5,8,1.7,8,1.1,8,-0.7,8,,0,50.5,0,8,36.6,0,8,45.8,0,8,36.9,0,8,0,0,8,5,0,8
2004,3,21,2004,3,31,20.4,8,,0,7.8,8,5.9,8,12.7,8,9.9,8,3.4,8,1.9,8,0.3,8,,0,11.0,0,8,35.7,0,8,63.0,0,8,52.0,0,8,0,1,8,2,0,8
2005,1,1,2005,1,10,10.1,8,,0,2.0,8,2.3,8,4.7,8,5.0,8,-0.6,8,-0.3,8,-2.0,8,,0,123.0,0,8,65.6,0,8,7.4,0,8,11.1,0,8,23,0,8,13,0,8
2005,1,11,2005,1,20,7.3,8,,0,2.7,8,1.5,8,5.0,8,4.1,8,-0.3,8,-1.2,8,-3.4,8,,0,49.0,0,8,48.8,0,8,4.5,0,8,13.2,0,8,18,0,8,17,0,8
2005,1,21,2005,1,31,11.3,8,,0,1.6,8,1.2,8,4.9,8,3.8,8,-1.6,8,-1.4,8,-3.5,8,,0,70.5,0,8,53.7,0,8,25.5,0,8,15.2,0,8,9,0,8,22,0,8
2005,2,1,2005,2,10,6.3,8,,0,1.0,8,1.4,8,3.1,8,4.0,8,-1.5,8,-1.4,8,-3.0,8,,0,43.0,0,8,41.7,0,8,7.1,0,8,15.6,0,8,16,0,8,22,0,8
2005,2,11,2005,2,20,6.5,8,,0,1.1,8,1.8,8,3.4,8,4.6,8,-1.1,8,-1.1,8,-3.6,8,,0,45.0,0,8,42.2,0,8,4.3,0,8,19.8,0,8,17,0,8,17,0,8
2005,2,21,2005,2,28,6.4,8,,0,0.3,8,2.6,8,2.8,8,5.9,8,-2.1,8,-0.6,8,-3.5,8,,0,38.0,0,8,30.2,0,8,11.9,0,8,23.9,0,8,17,0,8,13,0,8
2005,3,1,2005,3,10,10.6,8,,0,2.2,8,3.2,8,5.0,8,6.5,8,-1.0,8,-0.1,8,-4.1,8,,0,18.0,0,8,34.4,0,8,29.0,0,5,28.3,0,8,12,0,8,10,0,8
2005,3,11,2005,3,20,11.3,8,,0,4.8,8,4.8,8,8.3,8,8.5,8,1.3,8,1.1,8,-1.7,8,,0,47.5,0,8,36.6,0,8,23.9,0,8,36.9,0,8,4,0,8,5,0,8
2005,3,21,2005,3,31,14.6,8,,0,5.8,8,5.9,8,9.5,8,9.9,8,2.2,8,1.9,8,-0.4,8,,0,38.0,0,8,35.7,0,8,37.4,0,8,52.0,0,8,1,0,8,2,0,8
2006,1,1,2006,1,10,5.9,8,,0,-0.3,8,2.3,8,2.2,8,5.0,8,-3.3,8,-0.3,8,-5.8,8,,0,34.5,0,8,65.6,0,8,7.3,0,8,11.1,0,8,43,0,8,13,0,8
2006,1,11,2006,1,20,7.5,8,,0,1.0,8,1.5,8,3.4,8,4.1,8,-1.6,8,-1.2,8,-5.6,8,,0,32.5,0,8,48.8,0,8,11.0,0,8,13.2,0,8,39,0,8,17,0,8
2006,1,21,2006,1,31,7.4,8,,0,0.9,8,1.2,8,3.1,8,3.8,8,-1.8,8,-1.4,8,-5.7,8,,0,35.5,0,5,53.7,0,8,8.2,0,8,15.2,0,8,43,0,8,22,0,8
2006,2,1,2006,2,10,4.8,8,,0,-0.2,8,1.4,8,2.1,8,4.0,8,-2.8,8,-1.4,8,-6.1,8,,0,67.5,0,8,41.7,0,8,9.0,0,8,15.6,0,8,38,0,8,22,0,8
2006,2,11,2006,2,20,11.4,8,,0,2.8,8,1.8,8,6.4,8,4.6,8,-0.3,8,-1.1,8,-3.9,8,,0,35.0,0,8,42.2,0,8,11.2,0,8,19.8,0,8,39,0,8,17,0,8
2006,2,21,2006,2,28,12.8,8,,0,4.1,8,2.6,8,8.8,8,5.9,8,0.0,8,-0.6,8,-1.9,8,,0,15.0,0,8,30.2,0,8,34.8,0,8,23.9,0,8,0,0,8,13,0,8
2006,3,1,2006,3,10,12.1,8,,0,4.1,8,3.2,8,7.7,8,6.5,8,0.8,8,-0.1,8,-3.1,8,,0,36.0,0,8,34.4,0,8,36.4,0,8,28.3,0,8,0,0,8,10,0,8
2006,3,11,2006,3,20,15.6,8,,0,4.7,8,4.8,8,8.5,8,8.5,8,1.0,8,1.1,8,-3.3,8,,0,58.5,0,8,36.6,0,8,25.4,0,8,36.9,0,8,7,0,8,5,0,8
2006,3,21,2006,3,31,17.9,8,,0,5.4,8,5.9,8,9.4,8,9.9,8,1.5,8,1.9,8,-0.5,8,,0,29.5,0,8,35.7,0,8,54.2,0,8,52.0,0,8,0,0,8,2,0,8
2007,1,1,2007,1,10,9.3,8,,0,4.5,8,2.3,8,7.1,8,5.0,8,1.6,8,-0.3,8,0.4,8,,0,76.0,0,8,65.6,0,8,16.2,0,8,11.1,0,8,2,0,8,13,0,8
2007,1,11,2007,1,20,7.6,8,,0,3.1,8,1.5,8,5.6,8,4.1,8,0.7,8,-1.2,8,-0.1,8,,0,33.5,0,8,48.8,0,8,13.9,0,8,13.2,0,8,3,0,8,17,0,8
2007,1,21,2007,1,31,10.4,8,,0,4.4,8,1.2,8,7.7,8,3.8,8,1.4,8,-1.4,8,-0.7,8,,0,37.5,0,8,53.7,0,8,36.8,0,8,15.2,0,8,0,1,8,22,0,8
2007,2,1,2007,2,10,12.6,8,,0,4.3,8,1.4,8,7.2,8,4.0,8,1.4,8,-1.4,8,-0.7,8,,0,37.5,0,8,41.7,0,8,16.8,0,8,15.6,0,8,3,0,8,22,0,8
2007,2,11,2007,2,20,10.2,8,,0,3.5,8,1.8,8,7.1,8,4.6,8,0.4,8,-1.1,8,-1.3,8,,0,44.0,0,8,42.2,0,8,30.1,0,8,19.8,0,8,2,0,8,17,0,8
2007,2,21,2007,2,28,13.6,8,,0,3.5,8,2.6,8,8.6,8,5.9,8,-1.2,8,-0.6,8,-4.8,8,,0,14.5,0,8,30.2,0,8,47.4,0,8,23.9,0,8,0,1,8,13,0,8
2007,3,1,2007,3,10,14.3,8,,0,4.6,8,3.2,8,8.4,8,6.5,8,0.7,8,-0.1,8,-1.8,8,,0,31.5,0,8,34.4,0,8,23.6,0,8,28.3,0,8,13,0,8,10,0,8
2007,3,11,2007,3,20,6.7,8,,0,2.0,8,4.8,8,4.7,8,8.5,8,-0.5,8,1.1,8,-1.3,8,,0,54.5,0,8,36.6,0,8,22.1,0,8,36.9,0,8,8,0,8,5,0,8
2007,3,21,2007,3,31,15.4,8,,0,7.1,8,5.9,8,10.8,8,9.9,8,3.6,8,1.9,8,0.4,8,,0,64.5,0,8,35.7,0,8,28.4,0,8,52.0,0,8,0,1,8,2,0,8
2008,1,1,2008,1,10,8.5,8,,0,3.5,8,2.3,8,6.2,8,5.0,8,0.7,8,-0.3,8,-0.7,8,,0,42.0,0,8,65.6,0,8,9.9,0,8,11.1,0,8,4,0,8,13,0,8
2008,1,11,2008,1,20,6.3,8,,0,0.5,8,1.5,8,2.3,8,4.1,8,-1.5,8,-1.2,8,-3.2,8,,0,50.5,0,8,48.8,0,8,10.0,0,8,13.2,0,8,32,0,8,17,0,8
2008,1,21,2008,1,31,5.4,8,,0,0.9,8,1.2,8,3.2,8,3.8,8,-1.1,8,-1.4,8,-2.7,8,,0,39.0,0,8,53.7,0,8,4.9,0,8,15.2,0,8,23,0,8,22,0,8
2008,2,1,2008,2,10,6.3,8,,0,1.2,8,1.4,8,3.9,8,4.0,8,-1.3,8,-1.4,8,-3.0,8,,0,27.5,0,8,41.7,0,8,16.0,0,8,15.6,0,8,22,0,8,22,0,8
2008,2,11,2008,2,20,6.5,8,,0,0.6,8,1.8,8,2.9,8,4.6,8,-1.8,8,-1.1,8,-4.1,8,,0,62.5,0,8,42.2,0,8,12.0,0,8,19.8,0,8,20,0,8,17,0,8
2008,2,21,2008,2,29,9.2,8,,0,1.7,8,2.6,8,4.8,8,5.9,8,-1.3,8,-0.6,8,-3.4,8,,0,45.5,0,8,30.2,0,8,8.5,0,5,23.9,0,8,18,0,8,13,0,8
2008,3,1,2008,3,10,12.0,8,,0,3.8,8,3.2,8,7.5,8,6.5,8,0.7,8,-0.1,8,-2.3,8,,0,29.0,0,8,34.4,0,8,30.8,0,8,28.3,0,8,3,0,8,10,0,8
2008,3,11,2008,3,20,14.5,8,,0,7.6,8,4.8,8,11.7,8,8.5,8,3.4,8,1.1,8,-0.6,8,,0,12.0,0,8,36.6,0,8,47.8,0,8,36.9,0,8,0,1,8,5,0,8
2008,3,21,2008,3,31,20.3,8,,0,7.4,8,5.9,8,12.0,8,9.9,8,3.4,8,1.9,8,1.0,8,,0,25.0,0,8,35.7,0,8,54.1,0,8,52.0,0,8,0,1,8,2,0,8
2009,1,1,2009,1,10,7.9,8,,0,3.7,8,2.3,8,6.3,8,5.0,8,1.2,8,-0.3,8,-1.9,8,,0,50.0,0,8,65.6,0,8,18.7,0,8,11.1,0,8,1,0,8,13,0,8
2009,1,11,2009,1,20,8.1,8,,0,2.1,8,1.5,8,4.6,8,4.1,8,-0.8,8,-1.2,8,-4.3,8,,0,72.5,0,8,48.8,0,8,22.4,0,8,13.2,0,8,26,0,8,17,0,8
2009,1,21,2009,1,31,12.5,8,,0,2.5,8,1.2,8,5.2,8,3.8,8,-0.6,8,-1.4,8,-3.4,8,,0,123.5,0,8,53.7,0,8,24.0,0,8,15.2,0,8,34,0,8,22,0,8
2009,2,1,2009,2,10,8.7,8,,0,3.1,8,1.4,8,6.1,8,4.0,8,0.4,8,-1.4,8,-1.9,8,,0,37.5,0,8,41.7,0,8,20.1,0,8,15.6,0,8,13,0,8,22,0,8
2009,2,11,2009,2,20,14.5,8,,0,2.6,8,1.8,8,6.3,8,4.6,8,-0.5,8,-1.1,8,-3.9,8,,0,87.5,0,8,42.2,0,8,14.6,0,8,19.8,0,8,29,0,8,17,0,8
2009,2,21,2009,2,28,8.2,8,,0,2.3,8,2.6,8,5.7,8,5.9,8,-1.0,8,-0.6,8,-3.0,8,,0,30.5,0,8,30.2,0,8,23.5,0,8,23.9,0,8,10,0,8,13,0,8
2009,3,1,2009,3,10,12.9,8,,0,4.3,8,3.2,8,8.2,8,6.5,8,0.6,8,-0.1,8,-3.5,8,,0,19.5,0,8,34.4,0,8,33.4,0,8,28.3,0,8,1,0,8,10,0,8
2009,3,11,2009,3,20,20.9,8,,0,6.8,8,4.8,8,11.6,8,8.5,8,2.5,8,1.1,8,-0.7,8,,0,66.0,0,8,36.6,0,8,24.6,0,8,36.9,0,8,0,0,8,5,0,8
2009,3,21,2009,3,31,12.9,8,,0,3.7,8,5.9,8,7.4,8,9.9,8,0.7,8,1.9,8,-2.3,8,,0,45.0,0,8,35.7,0,8,51.8,0,8,52.0,0,8,5,0,8,2,0,8
2010,1,1,2010,1,10,7.3,8,,0,2.6,8,2.3,8,4.9,8,5.0,8,0.2,8,-0.3,8,-2.8,8,,0,96.0,0,8,65.6,0,8,10.2,0,8,11.1,0,8,2,0,8,13,0,8
2010,1,11,2010,1,20,11.9,8,,0,1.8,8,1.5,8,4.5,8,4.1,8,-1.2,8,-1.2,8,-3.4,8,,0,48.0,0,8,48.8,0,8,8.6,0,8,13.2,0,8,4,0,8,17,0,8
2010,1,21,2010,1,31,11.0,8,,0,3.1,8,1.2,8,6.2,8,3.8,8,0.4,8,-1.4,8,-2.7,8,,0,84.5,0,8,53.7,0,8,8.7,0,8,15.2,0,8,6,0,8,22,0,8
2010,2,1,2010,2,10,8.2,8,,0,0.3,8,1.4,8,2.6,8,4.0,8,-2.4,8,-1.4,8,-5.9,8,,0,27.5,0,8,41.7,0,8,10.1,0,8,15.6,0,8,8,0,8,22,0,8
2010,2,11,2010,2,20,7.7,8,,0,0.6,8,1.8,8,3.2,8,4.6,8,-1.9,8,-1.1,8,-3.2,8,,0,24.5,0,8,42.2,0,8,17.0,0,8,19.8,0,8,7,0,8,17,0,8
2010,2,21,2010,2,28,20.1,8,,0,5.7,8,2.6,8,10.3,8,5.9,8,0.8,8,-0.6,8,-2.8,8,,0,27.0,0,8,30.2,0,8,47.4,0,8,23.9,0,8,2,0,8,13,0,8
2010,3,1,2010,3,10,10.5,8,,0,3.4,8,3.2,8,6.2,8,6.5,8,1.1,8,-0.1,8,-1.0,8,,0,48.0,0,8,34.4,0,8,8.7,0,8,28.3,0,8,6,0,8,10,0,8
2010,3,11,2010,3,20,16.3,8,,0,5.2,8,4.8,8,10.0,8,8.5,8,0.9,8,1.1,8,-2.7,8,,0,35.0,0,8,36.6,0,8,37.5,0,8,36.9,0,8,15,0,8,5,0,8
2010,3,21,2010,3,31,14.6,8,,0,3.8,8,5.9,8,7.4,8,9.9,8,0.2,8,1.9,8,-2.9,8,,0,63.0,0,8,35.7,0,8,32.5,0,8,52.0,0,8,8,0,8,2,0,8
2011,1,1,2011,1,10,6.3,8,,0,1.2,8,2.3,8,3.8,8,5.0,8,-0.9,8,-0.3,8,-3.3,8,,0,77.5,0,8,65.6,0,8,15.9,0,8,11.1,0,8,21,0,8,13,0,8
2011,1,11,2011,1,20,4.8,8,,0,-0.5,8,1.5,8,1.7,8,4.1,8,-3.0,8,-1.2,8,-6.5,8,,0,55.5,0,8,48.8,0,8,7.4,0,8,13.2,0,8,34,0,8,17,0,8
2011,1,21,2011,1,31,4.0,8,,0,-0.3,8,1.2,8,1.9,8,3.8,8,-2.5,8,-1.4,8,-4.5,8,,0,76.0,0,8,53.7,0,8,13.9,0,8,15.2,0,8,52,0,8,22,0,8
2011,2,1,2011,2,10,7.1,8,,0,1.4,8,1.4,8,4.6,8,4.0,8,-2.0,8,-1.4,8,-4.3,8,,0,31.0,0,8,41.7,0,8,16.6,0,8,15.6,0,8,49,0,8,22,0,8
2011,2,11,2011,2,20,7.0,8,,0,1.5,8,1.8,8,4.6,8,4.6,8,-1.7,8,-1.1,8,-3.7,8,,0,29.0,0,8,42.2,0,8,12.1,0,8,19.8,0,8,40,0,8,17,0,8
2011,2,21,2011,2,28,14.6,8,,0,2.9,8,2.6,8,7.7,8,5.9,8,-1.5,8,-0.6,8,-5.7,8,,0,14.5,0,8,30.2,0,8,45.2,0,8,23.9,0,8,18,0,8,13,0,8
2011,3,1,2011,3,10,8.3,8,,0,1.6,8,3.2,8,4.0,8,6.5,8,-1.0,8,-0.1,8,-3.6,8,,0,41.5,0,8,34.4,0,8,16.7,0,8,28.3,0,8,15,0,8,10,0,8
2011,3,11,2011,3,20,14.5,8,,0,3.2,8,4.8,8,7.3,8,8.5,8,-0.9,8,1.1,8,-2.4,8,,0,36.0,0,8,36.6,0,8,34.1,0,8,36.9,0,8,17,0,8,5,0,8
2011,3,21,2011,3,31,11.5,8,,0,3.5,8,5.9,8,7.4,8,9.9,8,0.1,8,1.9,8,-1.0,8,,0,25.5,0,8,35.7,0,8,35.5,0,8,52.0,0,8,5,0,8,2,0,8
2012,1,1,2012,1,10,5.7,8,,0,1.5,8,2.3,8,3.7,8,5.0,8,-0.5,8,-0.3,8,-1.7,8,,0,47.5,0,8,65.6,0,8,11.4,0,8,11.1,0,8,29,0,8,13,0,8
2012,1,11,2012,1,20,5.8,8,,0,0.5,8,1.5,8,2.7,8,4.1,8,-1.9,8,-1.2,8,-4.0,8,,0,27.0,0,8,48.8,0,8,22.4,0,8,13.2,0,8,37,0,8,17,0,8
2012,1,21,2012,1,31,6.7,8,,0,-0.8,8,1.2,8,1.1,8,3.8,8,-2.7,8,-1.4,8,-5.2,8,,0,38.0,0,8,53.7,0,8,7.0,0,8,15.2,0,8,29,0,8,22,0,8
2012,2,1,2012,2,10,6.0,8,,0,-0.3,8,1.4,8,2.5,8,4.0,8,-2.8,8,-1.4,8,-4.6,8,,0,59.0,0,8,41.7,0,8,17.7,0,8,15.6,0,8,64,0,8,22,0,8
2012,2,11,2012,2,20,5.3,8,,0,-0.3,8,1.8,8,2.4,8,4.6,8,-2.8,8,-1.1,8,-4.6,8,,0,26.0,0,5,42.2,0,8,27.3,0,8,19.8,0,8,40,0,8,17,0,8
2012,2,21,2012,2,29,7.2,8,,0,1.0,8,2.6,8,3.9,8,5.9,8,-2.1,8,-0.6,8,-5.9,8,,0,30.5,0,8,30.2,0,8,25.2,0,8,23.9,0,8,25,0,8,13,0,8
2012,3,1,2012,3,10,9.3,8,,0,3.4,8,3.2,8,6.9,8,6.5,8,0.1,8,-0.1,8,-2.7,8,,0,50.5,0,8,34.4,0,8,32.8,0,8,28.3,0,8,14,0,8,10,0,8
2012,3,11,2012,3,20,10.5,8,,0,3.6,8,4.8,8,7.0,8,8.5,8,0.7,8,1.1,8,-1.5,8,,0,40.5,0,8,36.6,0,8,30.0,0,8,36.9,0,8,3,0,8,5,0,8
2012,3,21,2012,3,31,16.0,8,,0,5.6,8,5.9,8,9.1,8,9.9,8,2.1,8,1.9,8,0.0,8,,0,99.5,0,8,35.7,0,8,23.9,0,8,52.0,0,8,3,0,8,2,0,8
2013,1,1,2013,1,10,6.1,8,,0,-0.1,8,2.3,8,2.0,8,5.0,8,-2.7,8,-0.3,8,-4.4,8,,0,50.0,0,8,65.6,0,8,7.4,0,8,11.1,0,8,14,0,8,13,0,8
2013,1,11,2013,1,20,6.9,8,,0,0.8,8,1.5,8,3.2,8,4.1,8,-1.5,8,-1.2,8,-3.8,8,,0,58.5,0,8,48.8,0,8,9.7,0,8,13.2,0,8,38,0,8,17,0,8
2013,1,21,2013,1,31,5.9,8,,0,1.2,8,1.2,8,4.1,8,3.8,8,-1.4,8,-1.4,8,-3.6,8,,0,53.5,0,8,53.7,0,8,27.3,0,8,15.2,0,8,18,0,8,22,0,8
2013,2,1,2013,2,10,11.2,8,,0,1.3,8,1.4,8,4.2,8,4.0,8,-1.3,8,-1.4,8,-3.0,8,,0,38.0,0,8,41.7,0,8,14.6,0,8,15.6,0,8,25,0,8,22,0,8
2013,2,11,2013,2,20,5.7,8,,0,0.1,8,1.8,8,3.0,8,4.6,8,-2.4,8,-1.1,8,-4.9,8,,0,47.5,0,8,42.2,0,8,9.8,0,8,19.8,0,8,24,0,8,17,0,8
2013,2,21,2013,2,28,8.2,8,,0,-0.3,8,2.6,8,3.0,8,5.9,8,-3.8,8,-0.6,8,-5.2,8,,0,37.0,0,8,30.2,0,8,22.2,0,8,23.9,0,8,32,0,8,13,0,8
2013,3,1,2013,3,10,17.3,8,,0,4.2,8,3.2,8,9.2,8,6.5,8,-0.2,8,-0.1,8,-3.5,8,,0,37.0,0,8,34.4,0,8,15.9,0,8,28.3,0,8,9,0,8,10,0,8
2013,3,11,2013,3,20,14.1,8,,0,4.8,8,4.8,8,9.6,8,8.5,8,0.5,8,1.1,8,-4.4,8,,0,70.0,0,8,36.6,0,8,39.4,0,8,36.9,0,8,1,0,8,5,0,8
2013,3,21,2013,3,31,15.1,8,,0,4.9,8,5.9,8,8.4,8,9.9,8,1.3,8,1.9,8,-1.2,8,,0,9.5,0,8,35.7,0,8,47.7,0,8,52.0,0,8,0,1,8,2,0,8
2014,1,1,2014,1,10,8.6,8,,0,2.7,8,2.3,8,5.6,8,5.0,8,-0.2,8,-0.3,8,-3.5,8,,0,81.0,0,8,65.6,0,8,7.7,0,8,11.1,0,8,5,0,8,13,0,8
2014,1,11,2014,1,20,4.1,8,,0,0.7,8,1.5,8,2.8,8,4.1,8,-1.7,8,-1.2,8,-3.0,8,,0,39.0,0,8,48.8,0,8,12.3,0,8,13.2,0,8,12,0,8,17,0,8
2014,1,21,2014,1,31,11.8,8,,0,2.2,8,1.2,8,6.0,8,3.8,8,-1.3,8,-1.4,8,-4.6,8,,0,65.0,0,8,53.7,0,8,18.0,0,8,15.2,0,8,11,0,8,22,0,8
2014,2,1,2014,2,10,10.4,8,,0,0.4,8,1.4,8,3.0,8,4.0,8,-2.6,8,-1.4,8,-5.9,8,,0,45.0,0,8,41.7,0,8,8.9,0,8,15.6,0,8,24,0,8,22,0,8
2014,2,11,2014,2,20,5.9,8,,0,1.2,8,1.8,8,3.2,8,4.6,8,-1.1,8,-1.1,8,-2.1,8,,0,18.0,0,8,42.2,0,8,22.1,0,8,19.8,0,8,14,0,8,17,0,8
2014,2,21,2014,2,28,11.7,8,,0,3.1,8,2.6,8,5.8,8,5.9,8,-0.1,8,-0.6,8,-1.7,8,,0,16.0,0,8,30.2,0,8,18.0,0,8,23.9,0,8,8,0,8,13,0,8
2014,3,1,2014,3,10,7.7,8,,0,1.8,8,3.2,8,4.6,8,6.5,8,-0.6,8,-0.1,8,-3.0,8,,0,23.0,0,8,34.4,0,8,26.9,0,8,28.3,0,8,4,0,8,10,0,8
2014,3,11,2014,3,20,9.7,8,,0,4.6,8,4.8,8,7.8,8,8.5,8,1.9,8,1.1,8,0.2,8,,0,83.0,0,8,36.6,0,8,25.1,0,5,36.9,0,8,3,0,8,5,0,8
2014,3,21,2014,3,31,19.8,8,,0,8.8,8,5.9,8,12.3,8,9.9,8,4.2,8,1.9,8,0.8,8,,0,43.0,0,8,35.7,0,8,50.5,0,8,52.0,0,8,0,1,8,2,0,8
2015,1,1,2015,1,10,9.7,8,,0,1.6,8,2.3,8,3.9,8,5.0,8,-0.9,8,-0.3,8,-2.8,8,,0,55.5,0,8,65.6,0,8,5.6,0,8,11.1,0,8,10,0,8,13,0,8
2015,1,11,2015,1,20,7.9,8,,0,2.5,8,1.5,8,4.9,8,4.1,8,-0.3,8,-1.2,8,-3.7,8,,0,26.5,0,8,48.8,0,8,5.6,0,8,13.2,0,8,10,0,8,17,0,8
2015,1,21,2015,1,31,8.6,8,,0,2.5,8,1.2,8,5.1,8,3.8,8,0.0,8,-1.4,8,-2.7,8,,0,69.0,0,8,53.7,0,8,18.5,0,8,15.2,0,8,4,0,8,22,0,8
2015,2,1,2015,2,10,6.9,8,,0,1.6,8,1.4,8,4.1,8,4.0,8,-0.8,8,-1.4,8,-4.2,8,,0,30.5,0,8,41.7,0,8,18.3,0,8,15.6,0,8,6,0,8,22,0,8
2015,2,11,2015,2,20,8.5,8,,0,3.0,8,1.8,8,5.9,8,4.6,8,0.2,8,-1.1,8,-1.8,8,,0,29.0,0,8,42.2,0,8,19.7,0,8,19.8,0,8,5,0,8,17,0,8
2015,2,21,2015,2,28,13.0,8,,0,5.2,8,2.6,8,8.6,8,5.9,8,1.6,8,-0.6,8,-1.7,8,,0,22.0,0,8,30.2,0,8,29.7,0,8,23.9,0,8,0,1,8,13,0,8
2015,3,1,2015,3,10,12.2,8,,0,5.5,8,3.2,8,9.0,8,6.5,8,1.8,8,-0.1,8,-1.4,8,,0,70.0,0,8,34.4,0,8,30.4,0,8,28.3,0,8,0,1,8,10,0,8
2015,3,11,2015,3,20,15.7,8,,0,6.2,8,4.8,8,9.7,8,8.5,8,2.6,8,1.1,8,-1.8,8,,0,12.0,0,8,36.6,0,8,44.6,0,8,36.9,0,8,1,0,8,5,0,8
2015,3,21,2015,3,31,19.2,8,,0,7.5,8,5.9,8,12.0,8,9.9,8,3.1,8,1.9,8,-0.3,8,,0,19.0,0,8,35.7,0,8,59.6,0,8,52.0,0,8,3,0,8,2,0,8
2016,1,1,2016,1,10,11.7,8,,0,4.4,8,2.3,8,6.9,8,5.0,8,1.8,8,-0.3,8,0.1,8,,0,58.0,0,8,65.6,0,8,5.8,0,8,11.1,0,8,7,0,8,13,0,8
2016,1,11,2016,1,20,6.5,8,,0,1.0,8,1.5,8,3.5,8,4.1,8,-1.0,8,-1.2,8,-3.0,8,,0,89.5,0,8,48.8,0,8,3.6,0,8,13.2,0,8,29,0,8,17,0,8
2016,1,21,2016,1,31,6.7,8,,0,1.6,8,1.2,8,3.5,8,3.8,8,-0.2,8,-1.4,8,-2.6,8,,0,64.5,0,8,53.7,0,8,5.8,0,8,15.2,0,8,38,0,8,22,0,8
2016,2,1,2016,2,10,5.7,8,,0,1.3,8,1.4,8,3.7,8,4.0,8,-0.7,8,-1.4,8,-2.6,8,,0,31.0,0,8,41.7,0,8,20.6,0,8,15.6,0,8,23,0,8,22,0,8
2016,2,11,2016,2,20,14.6,8,,0,3.8,8,1.8,8,7.7,8,4.6,8,0.2,8,-1.1,8,-2.9,8,,0,54.0,0,8,42.2,0,8,21.7,0,8,19.8,0,8,14,0,8,17,0,8
2016,2,21,2016,2,29,9.6,8,,0,2.4,8,2.6,8,5.6,8,5.9,8,-0.2,8,-0.6,8,-2.7,8,,0,68.0,0,8,30.2,0,8,25.1,0,8,23.9,0,8,20,0,8,13,0,8
2016,3,1,2016,3,10,15.4,8,,0,5.0,8,3.2,8,8.3,8,6.5,8,1.7,8,-0.1,8,-1.5,8,,0,31.0,0,8,34.4,0,8,23.3,0,8,28.3,0,8,5,0,8,10,0,8
2016,3,11,2016,3,20,21.1,8,,0,6.4,8,4.8,8,10.5,8,8.5,8,2.6,8,1.1,8,-2.2,8,,0,14.5,0,8,36.6,0,8,49.5,0,8,36.9,0,8,3,0,8,5,0,8
2016,3,21,2016,3,31,15.2,8,,0,6.5,8,5.9,8,10.7,8,9.9,8,2.0,8,1.9,8,-0.2,8,,0,22.0,0,8,35.7,0,8,81.1,0,8,52.0,0,8,2,0,8,2,0,8
2017,1,1,2017,1,10,9.1,8,,0,4.2,8,2.3,8,6.7,8,5.0,8,1.1,8,-0.3,8,-1.0,8,,0,76.5,0,8,65.6,0,8,13.8,0,8,11.1,0,8,4,0,8,13,0,8
