ダウンロードした時刻：2025/07/26 11:25:28

,,,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田,酒田
2000,7,4,23.0,8,1,26.8,8,1,20.3,8,1,0.0,0,8,1
2000,7,5,22.3,8,1,24.9,8,1,20.6,8,1,1.5,0,8,1
2000,7,6,23.3,8,1,27.1,8,1,19.4,8,1,0.0,0,8,1
2000,7,7,24.5,8,1,29.6,8,1,19.7,8,1,0,1,8,1
2000,7,8,20.6,8,1,24.1,8,1,18.8,8,1,47.5,0,8,1
2000,7,9,20.6,8,1,22.8,8,1,18.7,8,1,2.5,0,8,1
2000,7,10,21.2,8,1,24.3,8,1,17.7,8,1,0.0,0,8,1
2000,7,11,22.8,8,1,27.9,8,1,16.2,8,1,0,1,8,1
2000,7,12,25.1,8,1,31.0,8,1,21.1,8,1,10.0,0,8,1
2000,7,13,24.0,8,1,25.9,8,1,22.3,8,1,8.0,0,8,1
2000,7,14,26.5,8,1,31.2,8,1,21.6,8,1,0,1,8,1
2000,7,15,24.5,8,1,28.5,8,1,21.6,8,1,0.0,0,8,1
2000,7,16,23.7,8,1,26.7,8,1,21.0,8,1,6.0,0,8,1
2000,7,17,25.9,8,1,28.8,8,1,23.7,8,1,1.0,0,8,1
2000,7,18,24.1,8,1,25.8,8,1,23.0,8,1,3.0,0,8,1
2000,7,19,24.9,8,1,28.1,8,1,22.7,8,1,2.5,0,8,1
2000,7,20,25.4,8,1,28.8,8,1,21.9,8,1,0.0,0,8,1
2000,7,21,27.0,8,1,30.6,8,1,22.4,8,1,0,1,8,1
2000,7,22,26.7,8,1,30.3,8,1,23.9,8,1,0.0,0,8,1
2000,7,23,28.3,8,1,31.4,8,1,24.8,8,1,0.0,0,8,1
2000,7,24,28.5,8,1,33.9,8,1,24.3,8,1,4.5,0,8,1
2000,7,25,22.8,8,1,28.2,8,1,20.1,8,1,13.5,0,8,1
2000,7,26,22.2,8,1,24.8,8,1,19.0,8,1,0.0,0,8,1
2000,7,27,24.6,8,1,29.8,8,1,19.5,8,1,0,1,8,1
2000,7,28,25.2,8,1,28.4,8,1,21.3,8,1,0.0,0,8,1
2000,7,29,26.8,8,1,31.1,8,1,22.8,8,1,0.0,0,8,1
2000,7,30,29.6,8,1,35.2,8,1,24.1,8,1,0,1,8,1
2000,7,31,30.9,8,1,36.8,8,1,26.5,8,1,0.0,0,8,1
2001,6,1,17.9,8,1,21.1,8,1,14.9,8,1,0.5,0,8,1
2001,6,2,18.5,8,1,21.5,8,1,15.7,8,1,0,1,8,1
2001,6,3,18.9,8,1,23.4,8,1,12.7,8,1,0.0,0,8,1
2001,6,4,19.2,8,1,22.3,8,1,16.4,8,1,0,1,8,1
2001,6,5,23.4,8,1,30.4,8,1,15.4,8,1,0,1,8,1
2001,6,6,20.3,8,1,22.6,8,1,17.9,8,1,11.5,0,8,1
2001,6,7,18.5,8,1,19.9,8,1,16.9,8,1,16.0,0,8,1
2001,6,8,20.9,8,1,25.0,8,1,16.3,8,1,0,1,8,1
2001,6,9,20.8,8,1,25.4,8,1,17.1,8,1,0,1,8,1
2001,6,10,18.6,8,1,20.6,8,1,17.6,8,1,3.0,0,8,1
2001,6,11,16.0,8,1,17.8,8,1,15.0,8,1,1.0,0,8,1
2001,6,12,16.4,8,1,19.4,8,1,12.7,8,1,0.0,0,8,1
2001,6,13,17.9,8,1,22.6,8,1,11.5,8,1,0,1,8,1
2001,6,14,18.4,8,1,21.8,8,1,16.2,8,1,0.5,0,8,1
2001,6,15,16.7,8,1,17.9,8,1,15.5,8,1,4.5,0,8,1
2001,6,16,18.5,8,1,23.3,8,1,12.9,8,1,0,1,8,1
2001,6,17,19.4,8,1,23.3,8,1,15.7,8,1,0,1,8,1
2001,6,18,20.7,8,1,26.5,8,1,14.2,8,1,0.0,0,8,1
2001,6,19,20.1,8,1,21.6,8,1,18.3,8,1,47.0,0,8,1
2001,6,20,19.2,8,1,20.9,8,1,17.4,8,1,8.5,0,8,1
2001,6,21,17.9,8,1,20.9,8,1,15.0,8,1,0.0,0,8,1
2001,6,22,19.5,8,1,24.1,8,1,14.5,8,1,0,1,8,1
2001,6,23,19.9,8,1,22.6,8,1,18.1,8,1,0,1,8,1
2001,6,24,20.6,8,1,24.2,8,1,17.6,8,1,0,1,8,1
2001,6,25,20.4,8,1,21.9,8,1,19.2,8,1,50.0,0,8,1
2001,6,26,20.8,8,1,22.0,8,1,20.1,8,1,10.0,0,8,1
2001,6,27,21.5,8,1,23.8,8,1,20.2,8,1,11.5,0,8,1
2001,6,28,22.6,8,1,25.4,8,1,20.5,8,1,0.0,0,8,1
2001,6,29,20.9,8,1,22.8,8,1,19.2,8,1,11.0,0,8,1
2001,6,30,23.1,8,1,29.0,8,1,19.0,8,1,10.5,0,8,1
2001,7,1,20.7,8,1,23.5,8,1,19.1,8,1,7.0,0,8,1
2001,7,2,21.3,8,1,24.9,8,1,18.2,8,1,0,1,8,1
2001,7,3,23.5,8,1,27.0,8,1,20.4,8,1,0.5,0,8,1
2001,7,4,22.1,8,1,23.8,8,1,21.2,8,1,12.5,0,8,1
2001,7,5,25.5,8,1,31.7,8,1,20.2,8,1,0.0,0,8,1
2001,7,6,20.7,8,1,24.8,8,1,18.3,8,1,18.5,0,8,1
2001,7,7,19.9,8,1,22.9,8,1,16.8,8,1,0.0,0,8,1
2001,7,8,21.9,8,1,27.3,8,1,15.5,8,1,0,1,8,1
2001,7,9,23.4,8,1,28.7,8,1,17.2,8,1,0,1,8,1
2001,7,10,25.8,8,1,31.0,8,1,20.1,8,1,0,1,8,1
2001,7,11,26.8,8,1,31.2,8,1,23.5,8,1,0.0,0,8,1
2001,7,12,24.8,8,1,28.7,8,1,21.2,8,1,27.0,0,8,1
2001,7,13,24.9,8,1,28.7,8,1,22.8,8,1,47.0,0,8,1
2001,7,14,25.0,8,1,28.2,8,1,23.5,8,1,0.0,0,8,1
2001,7,15,28.2,8,1,32.9,8,1,22.9,8,1,0.0,0,8,1
2001,7,16,27.0,8,1,30.6,8,1,24.6,8,1,0.0,0,8,1
2001,7,17,25.9,8,1,30.5,8,1,23.8,8,1,0.0,0,8,1
2001,7,18,25.3,8,1,28.3,8,1,22.9,8,1,0.0,0,8,1
2001,7,19,24.6,8,1,29.1,8,1,21.9,8,1,0.5,0,8,1
2001,7,20,25.3,8,1,29.2,8,1,20.4,8,1,0,1,8,1
2001,7,21,26.8,8,1,31.2,8,1,22.0,8,1,0,1,8,1
2001,7,22,27.9,8,1,32.8,8,1,22.9,8,1,0,1,8,1
2001,7,23,28.0,8,1,32.4,8,1,24.5,8,1,0.0,0,8,1
2001,7,24,27.0,8,1,29.6,8,1,25.0,8,1,0.0,0,8,1
2001,7,25,24.4,8,1,26.2,8,1,21.9,8,1,0.0,0,8,1
2001,7,26,24.7,8,1,28.9,8,1,21.7,8,1,0,1,8,1
2001,7,27,23.3,8,1,28.0,8,1,20.4,8,1,0,1,8,1
2001,7,28,23.2,8,1,29.0,8,1,19.0,8,1,0,1,8,1
2001,7,29,24.2,8,1,29.8,8,1,19.6,8,1,0,1,8,1
2001,7,30,26.9,8,1,32.7,8,1,22.3,8,1,0.0,0,8,1
2001,7,31,26.8,8,1,32.9,8,1,24.7,8,1,11.5,0,8,1
2002,6,1,19.6,8,1,23.5,8,1,16.6,8,1,2.5,0,8,1
2002,6,2,17.7,8,1,20.7,8,1,14.8,8,1,2.0,0,8,1
2002,6,3,16.9,8,1,21.1,8,1,12.4,8,1,0,1,8,1
2002,6,4,18.7,8,1,24.8,8,1,11.9,8,1,0.0,0,8,1
2002,6,5,16.7,8,1,20.3,8,1,12.9,8,1,0,1,8,1
2002,6,6,19.2,8,1,24.9,8,1,12.3,8,1,0,1,8,1
2002,6,7,21.4,8,1,27.7,8,1,14.8,8,1,0,1,8,1
2002,6,8,22.4,8,1,30.1,8,1,16.4,8,1,7.5,0,8,1
2002,6,9,19.3,8,1,22.4,8,1,17.2,8,1,0.0,0,8,1
2002,6,10,20.2,8,1,23.8,8,1,16.9,8,1,0,1,8,1
2002,6,11,18.5,8,1,21.5,8,1,16.8,8,1,25.5,0,8,1
2002,6,12,19.6,8,1,24.2,8,1,16.9,8,1,3.5,0,8,1
2002,6,13,21.7,8,1,28.0,8,1,16.8,8,1,0,1,8,1
2002,6,14,22.2,8,1,27.8,8,1,17.1,8,1,21.0,0,8,1
2002,6,15,20.4,8,1,25.1,8,1,17.1,8,1,3.0,0,8,1
2002,6,16,20.6,8,1,24.1,8,1,17.6,8,1,0.0,0,8,1
2002,6,17,20.2,8,1,24.7,8,1,16.3,8,1,0,1,8,1
2002,6,18,19.9,8,1,23.9,8,1,15.2,8,1,0.0,0,8,1
2002,6,19,19.5,8,1,22.2,8,1,16.4,8,1,0.0,0,8,1
2002,6,20,22.3,8,1,28.8,8,1,16.5,8,1,4.5,0,8,1
2002,6,21,19.3,8,1,22.4,8,1,17.7,8,1,22.5,0,8,1
2002,6,22,16.0,8,1,18.3,8,1,13.7,8,1,22.5,0,8,1
2002,6,23,15.9,8,1,19.5,8,1,12.9,8,1,1.0,0,8,1
2002,6,24,16.4,8,1,19.4,8,1,12.9,8,1,0.0,0,8,1
2002,6,25,16.5,8,1,21.2,8,1,11.5,8,1,0,1,8,1
2002,6,26,18.5,8,1,22.6,8,1,15.2,8,1,0.0,0,8,1
2002,6,27,19.6,8,1,24.4,8,1,15.7,8,1,0.0,0,8,1
2002,6,28,20.5,8,1,24.6,8,1,16.9,8,1,0,1,8,1
2002,6,29,22.6,8,1,28.8,8,1,17.2,8,1,0,1,8,1
2002,6,30,23.1,8,1,29.1,8,1,17.8,8,1,0,1,8,1
2002,7,1,21.8,8,1,25.2,8,1,20.3,8,1,1.5,0,8,1
2002,7,2,21.5,8,1,23.4,8,1,20.6,8,1,37.0,0,8,1
2002,7,3,22.0,8,1,24.0,8,1,21.0,8,1,3.0,0,8,1
2002,7,4,23.1,8,1,26.3,8,1,20.5,8,1,0,1,8,1
2002,7,5,25.0,8,1,30.0,8,1,20.5,8,1,0.0,0,8,1
2002,7,6,25.4,8,1,28.0,8,1,23.0,8,1,0.0,0,8,1
2002,7,7,24.5,8,1,27.5,8,1,22.2,8,1,1.0,0,8,1
2002,7,8,23.4,8,1,28.1,8,1,21.6,8,1,9.5,0,8,1
2002,7,9,24.2,8,1,28.1,8,1,21.5,8,1,0.0,0,8,1
2002,7,10,21.1,8,1,23.5,8,1,19.7,8,1,33.0,0,8,1
2002,7,11,20.1,8,1,21.6,8,1,18.3,8,1,22.5,0,8,1
2002,7,12,21.6,8,1,25.9,8,1,19.2,8,1,0.5,0,8,1
2002,7,13,25.1,8,1,30.8,8,1,19.2,8,1,0.0,0,8,1
2002,7,14,24.3,8,1,30.2,8,1,22.2,8,1,33.0,0,8,1
2002,7,15,21.8,8,1,23.1,8,1,19.8,8,1,58.5,0,8,1
2002,7,16,21.2,8,1,23.1,8,1,19.8,8,1,46.5,0,8,1
2002,7,17,24.1,8,1,28.4,8,1,20.4,8,1,3.5,0,8,1
2002,7,18,26.6,8,1,32.0,8,1,20.8,8,1,0,1,8,1
2002,7,19,25.3,8,1,30.4,8,1,23.3,8,1,13.5,0,8,1
2002,7,20,26.2,8,1,31.6,8,1,24.1,8,1,12.5,0,8,1
2002,7,21,26.1,8,1,30.0,8,1,22.3,8,1,4.5,0,8,1
2002,7,22,24.7,8,1,28.1,8,1,23.4,8,1,3.5,0,8,1
2002,7,23,26.3,8,1,30.4,8,1,22.7,8,1,0,1,8,1
2002,7,24,28.5,8,1,34.7,8,1,23.6,8,1,0,1,8,1
2002,7,25,29.1,8,1,35.3,8,1,22.4,8,1,0,1,8,1
2002,7,26,28.9,8,1,35.2,8,1,25.4,8,1,0,1,8,1
2002,7,27,25.6,8,1,28.9,8,1,22.1,8,1,0,1,8,1
2002,7,28,24.0,8,1,28.1,8,1,19.2,8,1,0,1,8,1
2002,7,29,24.3,8,1,28.1,8,1,21.5,8,1,0,1,8,1
2002,7,30,24.9,8,1,30.1,8,1,19.8,8,1,0,1,8,1
2002,7,31,26.6,8,1,31.4,8,1,20.5,8,1,0,1,8,1
2003,6,1,16.9,8,1,20.2,8,1,14.4,8,1,8.0,0,8,1
2003,6,2,16.9,8,1,21.2,8,1,13.6,8,1,0,1,8,1
2003,6,3,16.6,8,1,21.3,8,1,11.3,8,1,0,1,8,1
2003,6,4,18.6,8,1,24.9,8,1,10.8,8,1,0,1,8,1
2003,6,5,17.6,8,1,21.6,8,1,13.8,8,1,0,1,8,1
2003,6,6,18.3,8,1,22.8,8,1,12.4,8,1,0,1,8,1
2003,6,7,19.6,8,1,24.7,8,1,13.6,8,1,0,1,8,1
2003,6,8,19.4,8,1,23.5,8,1,16.3,8,1,0,1,8,1
2003,6,9,20.9,8,1,27.8,8,1,14.2,8,1,0,1,8,1
2003,6,10,21.2,8,1,26.4,8,1,17.2,8,1,0,1,8,1
2003,6,11,22.4,8,1,27.5,8,1,16.7,8,1,0,1,8,1
2003,6,12,22.8,8,1,27.9,8,1,19.3,8,1,5.0,0,8,1
2003,6,13,22.1,8,1,27.0,8,1,19.2,8,1,9.5,0,8,1
2003,6,14,20.2,8,1,23.0,8,1,19.2,8,1,0.5,0,8,1
2003,6,15,20.0,8,1,22.8,8,1,18.3,8,1,0.0,0,8,1
2003,6,16,21.2,8,1,25.5,8,1,17.3,8,1,0,1,8,1
2003,6,17,21.3,8,1,23.4,8,1,20.0,8,1,2.0,0,8,1
2003,6,18,22.9,8,1,25.9,8,1,19.6,8,1,0.0,0,8,1
2003,6,19,24.7,8,1,27.9,8,1,21.9,8,1,0.5,0,8,1
2003,6,20,22.6,8,1,28.2,8,1,18.7,8,1,4.0,0,8,1
2003,6,21,19.5,8,1,22.6,8,1,18.3,8,1,1.0,0,8,1
2003,6,22,20.7,8,1,25.7,8,1,18.5,8,1,0,1,8,1
2003,6,23,24.2,8,1,31.2,8,1,18.2,8,1,0,1,8,1
2003,6,24,23.1,8,1,28.9,8,1,20.2,8,1,0.5,0,8,1
2003,6,25,21.0,8,1,23.9,8,1,18.9,8,1,11.5,0,8,1
2003,6,26,19.2,8,1,20.3,8,1,18.2,8,1,9.0,0,8,1
2003,6,27,19.6,8,1,21.1,8,1,18.5,8,1,2.5,0,8,1
2003,6,28,18.4,8,1,19.3,8,1,17.6,8,1,25.0,0,8,1
2003,6,29,18.6,8,1,19.7,8,1,17.4,8,1,13.5,0,8,1
2003,6,30,19.4,8,1,22.4,8,1,17.5,8,1,4.0,0,8,1
2003,7,1,20.6,8,1,24.5,8,1,17.7,8,1,0.0,0,8,1
2003,7,2,19.9,8,1,22.8,8,1,18.1,8,1,0.0,0,8,1
2003,7,3,20.8,8,1,24.9,8,1,16.0,8,1,1.0,0,8,1
2003,7,4,20.3,8,1,25.6,8,1,17.6,8,1,29.5,0,8,1
2003,7,5,19.0,8,1,20.8,8,1,16.0,8,1,2.0,0,8,1
2003,7,6,20.5,8,1,25.1,8,1,15.0,8,1,0,1,8,1
2003,7,7,19.6,8,1,21.5,8,1,17.4,8,1,11.5,0,8,1
2003,7,8,18.2,8,1,19.6,8,1,16.5,8,1,8.5,0,8,1
2003,7,9,21.2,8,1,26.5,8,1,17.5,8,1,18.5,0,8,1
2003,7,10,20.5,8,1,23.1,8,1,18.2,8,1,76.0,0,8,1
2003,7,11,21.4,8,1,23.4,8,1,20.4,8,1,7.0,0,8,1
2003,7,12,20.5,8,1,23.3,8,1,19.3,8,1,16.0,0,8,1
2003,7,13,20.7,8,1,24.1,8,1,18.6,8,1,0,1,8,1
2003,7,14,22.1,8,1,26.8,8,1,18.1,8,1,0,1,8,1
2003,7,15,20.2,8,1,23.3,8,1,18.1,8,1,0.0,0,8,1
2003,7,16,19.9,8,1,22.9,8,1,17.4,8,1,0.0,0,8,1
2003,7,17,20.6,8,1,24.6,8,1,17.5,8,1,0,1,8,1
2003,7,18,22.7,8,1,28.3,8,1,17.3,8,1,0,1,8,1
2003,7,19,19.6,8,1,21.4,8,1,18.7,8,1,18.0,0,8,1
2003,7,20,23.0,8,1,28.6,8,1,17.6,8,1,20.0,0,8,1
2003,7,21,21.9,8,1,23.9,8,1,20.6,8,1,45.0,0,8,1
2003,7,22,23.3,8,1,28.4,8,1,18.6,8,1,0,1,8,1
2003,7,23,19.8,8,1,25.0,8,1,16.1,8,1,7.5,0,8,1
2003,7,24,18.4,8,1,19.9,8,1,16.2,8,1,35.0,0,8,1
2003,7,25,20.2,8,1,22.6,8,1,17.8,8,1,5.0,0,8,1
2003,7,26,20.9,8,1,24.6,8,1,18.8,8,1,0.0,0,8,1
2003,7,27,21.9,8,1,26.9,8,1,18.3,8,1,0,1,8,1
2003,7,28,21.3,8,1,25.6,8,1,16.5,8,1,0,1,8,1
2003,7,29,23.4,8,1,28.6,8,1,19.7,8,1,3.0,0,8,1
2003,7,30,22.4,8,1,26.3,8,1,20.9,8,1,49.0,0,8,1
2003,7,31,22.2,8,1,25.2,8,1,20.5,8,1,0.0,0,8,1
2004,6,1,16.7,8,1,20.3,8,1,12.6,8,1,0,1,8,1
2004,6,2,16.0,8,1,20.8,8,1,10.1,8,1,0,1,8,1
2004,6,3,17.4,8,1,23.4,8,1,10.4,8,1,0,1,8,1
2004,6,4,19.0,8,1,23.7,8,1,12.0,8,1,0,1,8,1
2004,6,5,19.9,8,1,24.5,8,1,13.8,8,1,0,1,8,1
2004,6,6,23.7,8,1,30.5,8,1,16.7,8,1,0.0,0,8,1
2004,6,7,19.3,8,1,21.7,8,1,17.9,8,1,20.0,0,8,1
2004,6,8,17.0,8,1,19.6,8,1,16.3,8,1,35.5,0,8,1
2004,6,9,18.7,8,1,22.7,8,1,13.7,8,1,0.0,0,8,1
2004,6,10,19.5,8,1,23.9,8,1,16.0,8,1,0.0,0,8,1
2004,6,11,19.4,8,1,25.2,8,1,13.2,8,1,1.5,0,8,1
2004,6,12,19.1,8,1,22.5,8,1,16.6,8,1,3.0,0,8,1
2004,6,13,18.4,8,1,22.1,8,1,15.4,8,1,3.0,0,8,1
2004,6,14,18.8,8,1,24.1,8,1,12.6,8,1,0,1,8,1
2004,6,15,17.7,8,1,24.2,8,1,13.2,8,1,0.0,0,8,1
2004,6,16,16.9,8,1,21.3,8,1,12.5,8,1,0,1,8,1
2004,6,17,19.6,8,1,25.0,8,1,12.8,8,1,0,1,8,1
2004,6,18,21.7,8,1,25.4,8,1,16.1,8,1,0.0,0,8,1
2004,6,19,23.1,8,1,26.2,8,1,20.7,8,1,0.5,0,8,1
2004,6,20,21.7,8,1,23.2,8,1,20.3,8,1,35.0,0,8,1
2004,6,21,26.2,8,1,31.8,8,1,21.4,8,1,14.5,0,8,1
2004,6,22,21.7,8,1,24.6,8,1,19.9,8,1,10.0,0,8,1
2004,6,23,22.3,8,1,25.8,8,1,19.5,8,1,0.0,0,8,1
2004,6,24,23.4,8,1,26.4,8,1,20.3,8,1,0,1,8,1
2004,6,25,22.0,8,1,24.7,8,1,19.9,8,1,8.5,0,8,1
2004,6,26,20.1,8,1,21.5,8,1,18.9,8,1,18.5,0,8,1
2004,6,27,20.3,8,1,23.8,8,1,18.1,8,1,0.5,0,8,1
2004,6,28,21.4,8,1,26.1,8,1,17.7,8,1,13.5,0,8,1
2004,6,29,21.9,8,1,24.9,8,1,20.5,8,1,1.0,0,8,1
2004,6,30,22.0,8,1,26.2,8,1,19.5,8,1,4.0,0,8,1
2004,7,1,19.4,8,1,22.4,8,1,16.8,8,1,0,1,8,1
2004,7,2,21.1,8,1,27.0,8,1,15.0,8,1,0,1,8,1
2004,7,3,22.3,8,1,26.4,8,1,18.7,8,1,0,1,8,1
2004,7,4,23.9,8,1,28.4,8,1,19.5,8,1,0,1,8,1
2004,7,5,27.2,8,1,34.0,8,1,22.6,8,1,5.0,0,8,1
2004,7,6,25.1,8,1,28.7,8,1,22.1,8,1,1.0,0,8,1
2004,7,7,26.2,8,1,31.0,8,1,21.1,8,1,0.0,0,8,1
2004,7,8,27.7,8,1,32.8,8,1,24.6,8,1,0.0,0,8,1
2004,7,9,26.5,8,1,30.6,8,1,24.1,8,1,0.0,0,8,1
2004,7,10,24.4,8,1,28.5,8,1,21.9,8,1,8.5,0,8,1
2004,7,11,21.5,8,1,22.4,8,1,20.2,8,1,7.0,0,8,1
2004,7,12,21.5,8,1,24.2,8,1,19.7,8,1,21.0,0,8,1
2004,7,13,20.9,8,1,22.3,8,1,19.3,8,1,6.0,0,8,1
2004,7,14,20.8,8,1,21.8,8,1,19.7,8,1,54.0,0,8,1
2004,7,15,22.5,8,1,25.7,8,1,20.7,8,1,3.5,0,8,1
2004,7,16,23.8,8,1,26.2,8,1,22.2,8,1,31.5,0,8,1
2004,7,17,22.9,8,1,23.7,8,1,21.8,8,1,122.5,0,8,1
2004,7,18,23.8,8,1,26.5,8,1,22.5,8,1,3.0,0,8,1
2004,7,19,24.7,8,1,26.9,8,1,23.7,8,1,4.5,0,8,1
2004,7,20,24.3,8,1,25.6,8,1,23.5,8,1,25.5,0,8,1
2004,7,21,23.3,8,1,25.9,8,1,19.9,8,1,19.5,0,8,1
2004,7,22,22.6,8,1,26.1,8,1,19.2,8,1,0,1,8,1
2004,7,23,24.0,8,1,29.0,8,1,17.8,8,1,0,1,8,1
2004,7,24,27.0,8,1,33.3,8,1,20.1,8,1,0,1,8,1
2004,7,25,27.0,8,1,33.9,8,1,22.5,8,1,17.5,0,8,1
2004,7,26,25.5,8,1,32.1,8,1,22.6,8,1,0.0,0,8,1
2004,7,27,26.8,8,1,32.0,8,1,21.9,8,1,0,1,8,1
2004,7,28,28.1,8,1,33.1,8,1,23.8,8,1,0,1,8,1
2004,7,29,29.8,8,1,35.5,8,1,24.1,8,1,0,1,8,1
2004,7,30,31.2,8,1,36.9,8,1,26.7,8,1,0,1,8,1
2004,7,31,31.1,8,1,36.9,8,1,25.7,8,1,0,1,8,1
2005,6,1,18.3,8,1,22.6,8,1,15.2,8,1,0.0,0,8,1
2005,6,2,21.6,8,1,28.2,8,1,14.5,8,1,0,1,8,1
2005,6,3,21.9,8,1,25.4,8,1,18.6,8,1,0.0,0,8,1
2005,6,4,18.8,8,1,22.1,8,1,16.5,8,1,4.5,0,8,1
2005,6,5,17.0,8,1,19.8,8,1,15.5,8,1,2.5,0,8,1
2005,6,6,17.6,8,1,21.1,8,1,15.6,8,1,0,1,8,1
2005,6,7,20.8,8,1,27.3,8,1,15.1,8,1,0,1,8,1
2005,6,8,21.8,8,1,26.5,8,1,17.7,8,1,0,1,8,1
2005,6,9,21.8,8,1,25.4,8,1,18.2,8,1,0,1,8,1
2005,6,10,23.5,8,1,27.8,8,1,18.7,8,1,0.0,0,8,1
2005,6,11,22.8,8,1,26.7,8,1,19.2,8,1,20.0,0,8,1
2005,6,12,19.3,8,1,21.0,8,1,18.3,8,1,4.0,0,8,1
2005,6,13,19.6,8,1,22.6,8,1,17.7,8,1,0.0,0,8,1
2005,6,14,19.2,8,1,22.4,8,1,15.0,8,1,0,1,8,1
2005,6,15,21.5,8,1,25.7,8,1,18.9,8,1,0,1,8,1
2005,6,16,21.8,8,1,26.4,8,1,18.1,8,1,0.0,0,8,1
2005,6,17,18.8,8,1,21.0,8,1,16.6,8,1,7.5,0,8,1
2005,6,18,20.2,8,1,23.4,8,1,17.1,8,1,0,1,8,1
2005,6,19,22.0,8,1,27.1,8,1,17.4,8,1,0,1,8,1
2005,6,20,22.4,8,1,27.0,8,1,18.7,8,1,0,1,8,1
2005,6,21,25.1,8,1,31.2,8,1,17.9,8,1,0,1,8,1
2005,6,22,25.8,8,1,31.5,8,1,22.4,8,1,0,1,8,1
2005,6,23,23.7,8,1,27.3,8,1,21.6,8,1,0,1,8,1
2005,6,24,23.2,8,1,26.5,8,1,21.0,8,1,0.0,0,8,1
2005,6,25,25.3,8,1,30.0,8,1,20.6,8,1,0.0,0,8,1
2005,6,26,25.2,8,1,28.7,8,1,22.4,8,1,0.0,0,8,1
2005,6,27,22.0,8,1,24.0,8,1,20.7,8,1,68.5,0,8,1
2005,6,28,20.6,8,1,21.0,8,1,20.2,8,1,9.0,0,8,1
2005,6,29,22.0,8,1,25.7,8,1,19.2,8,1,0,1,8,1
2005,6,30,22.9,8,1,27.6,8,1,16.9,8,1,0.0,0,8,1
2005,7,1,22.2,8,1,27.4,8,1,18.7,8,1,23.5,0,8,1
2005,7,2,23.0,8,1,25.9,8,1,19.8,8,1,42.5,0,8,1
2005,7,3,23.5,8,1,28.9,8,1,19.1,8,1,0,1,8,1
2005,7,4,20.9,8,1,22.3,8,1,19.8,8,1,3.0,0,8,1
2005,7,5,21.4,8,1,24.8,8,1,19.3,8,1,36.0,0,8,1
2005,7,6,22.4,8,1,26.3,8,1,20.3,8,1,1.0,0,8,1
2005,7,7,20.4,8,1,22.5,8,1,18.3,8,1,22.0,0,8,1
2005,7,8,20.4,8,1,24.9,8,1,17.1,8,1,0.0,0,8,1
2005,7,9,21.9,8,1,26.8,8,1,17.2,8,1,0.0,0,8,1
2005,7,10,21.5,8,1,23.2,8,1,19.8,8,1,40.0,0,8,1
2005,7,11,20.9,8,1,23.5,8,1,19.1,8,1,11.0,0,8,1
2005,7,12,19.1,8,1,20.4,8,1,18.4,8,1,10.0,0,8,1
2005,7,13,21.9,8,1,25.8,8,1,17.9,8,1,0,1,8,1
2005,7,14,21.7,8,1,24.5,8,1,19.9,8,1,3.5,0,8,1
2005,7,15,23.8,8,1,27.8,8,1,19.5,8,1,0.0,0,8,1
2005,7,16,24.6,8,1,27.6,8,1,22.2,8,1,0,1,8,1
2005,7,17,25.5,8,1,28.8,8,1,21.9,8,1,0,1,8,1
2005,7,18,26.0,8,1,29.8,8,1,23.5,8,1,0.5,0,8,1
2005,7,19,23.4,8,1,26.6,8,1,19.7,8,1,4.0,0,8,1
2005,7,20,21.6,8,1,25.5,8,1,18.5,8,1,0.0,0,8,1
2005,7,21,20.7,8,1,22.9,8,1,19.1,8,1,53.5,0,8,1
2005,7,22,23.3,8,1,27.5,8,1,20.3,8,1,0.0,0,8,1
2005,7,23,23.0,8,1,26.9,8,1,19.5,8,1,0,1,8,1
2005,7,24,23.3,8,1,27.1,8,1,19.7,8,1,0,1,8,1
2005,7,25,24.6,8,1,28.1,8,1,20.7,8,1,0,1,8,1
2005,7,26,25.2,8,1,28.0,8,1,22.9,8,1,2.5,0,8,1
2005,7,27,22.9,8,1,25.1,8,1,21.3,8,1,10.5,0,8,1
2005,7,28,23.1,8,1,26.3,8,1,20.1,8,1,0.0,0,8,1
2005,7,29,26.0,8,1,33.0,8,1,20.2,8,1,0.5,0,8,1
2005,7,30,26.7,8,1,30.4,8,1,23.3,8,1,0.0,0,8,1
2005,7,31,26.7,8,1,30.9,8,1,23.6,8,1,0.0,0,8,1
2006,6,1,14.8,8,1,17.7,8,1,13.1,8,1,0,1,8,1
2006,6,2,15.5,8,1,20.3,8,1,11.0,8,1,0,1,8,1
2006,6,3,16.9,8,1,20.1,8,1,14.4,8,1,0,1,8,1
2006,6,4,19.0,8,1,24.9,8,1,13.0,8,1,0,1,8,1
2006,6,5,19.8,8,1,24.8,8,1,15.2,8,1,0,1,8,1
2006,6,6,19.3,8,1,24.7,8,1,16.0,8,1,0,1,8,1
2006,6,7,18.7,8,1,22.1,8,1,16.1,8,1,0.5,0,8,1
2006,6,8,19.9,8,1,26.6,8,1,14.3,8,1,0,1,8,1
2006,6,9,18.9,8,1,20.4,8,1,17.5,8,1,5.5,0,8,1
2006,6,10,18.0,8,1,20.5,8,1,15.6,8,1,12.5,0,8,1
2006,6,11,19.1,8,1,23.3,8,1,15.9,8,1,0.0,0,8,1
2006,6,12,20.1,8,1,24.7,8,1,16.6,8,1,0.0,0,8,1
